"Col0"	"Col1"	"Col2"	"Col3"	"Col4"	"Col5"	"Col6"	"Col7"	"Col8"	"Col9"	"Col10"	"Col11"	"Col12"	"Col13"	"Col14"	"Col15"	"Col16"	"Col17"	"Col18"	"Col19"	"Col20"	"Col21"	"Col22"	"Col23"	"Col24"	"Col25"	"Col26"	"Col27"	"Col28"	"Col29"	"Col30"	"Col31"	"Col32"	"Col33"	Class
"s1"	"s0"	"s0.33333"	"s-0.25"	"s0.44444"	"s0.22222"	"s0.38889"	"s0.16667"	"s0.41667"	"s0.13889"	"s0.5"	"s-0.11111"	"s0.54911"	"s-0.08443"	"s0.58333"	"s0.33333"	"s0.55556"	"s0.02778"	"s0.25"	"s-0.19444"	"s0.47222"	"s-0.05556"	"s0.52778"	"s-0.02778"	"s0.38889"	"s0.08333"	"s0.41543"	"s-0.14256"	"s0.19444"	"s-0.13889"	"s0.36924"	"s-0.14809"	"s0.08333"	"s-0.5"	true
"s1"	"s0"	"s0.51207"	"s1.0"	"s1.0"	"s0.5381"	"s0.71178"	"s0.80833"	"s0.45622"	"s0.46427"	"s0.33081"	"s1.0"	"s0.21249"	"s1.0"	"s-0.17416"	"s1.0"	"s-0.33081"	"s0.98722"	"s-0.61382"	"s1.0"	"s-0.52674"	"s0.71699"	"s-0.885"	"s0.47894"	"s-1.0"	"s0.35175"	"s-1.0"	"s0.09569"	"s-1.0"	"s-0.16713"	"s-1.0"	"s-0.42226"	"s-0.91903"	"s-0.65557"	true
"s1"	"s0"	"s0.75564"	"s0.49638"	"s0.8355"	"s0.54301"	"s0.54916"	"s0.72063"	"s0.35225"	"s0.70792"	"s0.13469"	"s0.94749"	"s-0.09818"	"s0.93778"	"s-0.37604"	"s0.82223"	"s-0.52742"	"s0.71161"	"s-0.68358"	"s0.67989"	"s-0.70163"	"s0.24956"	"s-0.79147"	"s0.02995"	"s-0.98988"	"s-0.29099"	"s-0.70352"	"s-0.32792"	"s-0.63312"	"s-0.19185"	"s-0.34131"	"s-0.60454"	"s-0.19609"	"s-0.62956"	true
"s1"	"s0"	"s0.83789"	"s0.42904"	"s0.72113"	"s0.58385"	"s0.45625"	"s0.78115"	"s0.1647"	"s0.82732"	"s-0.13012"	"s0.86947"	"s-0.46177"	"s0.78497"	"s-0.59435"	"s0.5207"	"s-0.7847"	"s0.26529"	"s-0.84014"	"s0.03928"	"s-0.62041"	"s-0.31351"	"s-0.47412"	"s-0.48905"	"s-0.37298"	"s-0.67796"	"s-0.05054"	"s-0.62691"	"s0.1469"	"s-0.45911"	"s0.37093"	"s-0.39167"	"s0.48319"	"s-0.24313"	true
"s1"	"s0"	"s0.93658"	"s0.35107"	"s0.75254"	"s0.6564"	"s0.45571"	"s0.88576"	"s0.15323"	"s0.95776"	"s-0.21775"	"s0.96301"	"s-0.56535"	"s0.83397"	"s-0.78751"	"s0.58045"	"s-0.93104"	"s0.2602"	"s-0.93641"	"s-0.06418"	"s-0.87028"	"s-0.40949"	"s-0.65079"	"s-0.67464"	"s-0.36799"	"s-0.84951"	"s-0.04578"	"s-0.91221"	"s0.2733"	"s-0.85762"	"s0.54827"	"s-0.69613"	"s0.74828"	"s-0.44173"	true
"s1"	"s0"	"s0.92436"	"s0.36924"	"s0.71976"	"s0.6842"	"s0.29303"	"s0.94078"	"s-0.11108"	"s0.76527"	"s-0.31605"	"s0.92453"	"s-0.66616"	"s0.78766"	"s-0.92145"	"s0.42314"	"s-0.94315"	"s0.09585"	"s-1.0"	"s0.03191"	"s-0.66431"	"s-0.66278"	"s-0.4601"	"s-0.78174"	"s-0.13486"	"s-0.88082"	"s0.19765"	"s-0.85137"	"s0.48904"	"s-0.70247"	"s0.69886"	"s-0.46048"	"s0.76066"	"s-0.13194"	true
"s1"	"s0"	"s1.0"	"s0.16195"	"s1.0"	"s-0.05558"	"s1.0"	"s0.01373"	"s1.0"	"s-0.12352"	"s1.0"	"s-0.01511"	"s1.0"	"s-0.01731"	"s1.0"	"s-0.06374"	"s1.0"	"s-0.07157"	"s1.0"	"s0.059"	"s1.0"	"s-0.10108"	"s1.0"	"s-0.02685"	"s1.0"	"s-0.22978"	"s1.0"	"s-0.06823"	"s1.0"	"s0.08299"	"s1.0"	"s-0.14194"	"s1.0"	"s-0.07439"	true
"s1"	"s0"	"s0.95559"	"s-0.00155"	"s0.86421"	"s-0.13244"	"s0.94982"	"s-0.00461"	"s0.82809"	"s-0.51171"	"s0.92441"	"s0.10368"	"s1.0"	"s-0.14247"	"s0.99264"	"s-0.02542"	"s0.95853"	"s-0.15518"	"s0.84013"	"s0.61739"	"s1.0"	"s-0.16321"	"s0.87492"	"s-0.08495"	"s0.85741"	"s-0.01664"	"s0.84132"	"s-0.01769"	"s0.82427"	"s-0.01867"	"s0.80634"	"s-0.01957"	"s0.78761"	"s-0.02039"	true
"s1"	"s0"	"s0.79378"	"s0.29492"	"s0.64064"	"s0.52312"	"s0.41319"	"s0.68158"	"s0.14177"	"s0.83548"	"s-0.16831"	"s0.78772"	"s-0.42911"	"s0.72328"	"s-0.57165"	"s0.41471"	"s-0.75436"	"s0.16755"	"s-0.69977"	"s-0.09856"	"s-0.57695"	"s-0.23503"	"s-0.40637"	"s-0.38287"	"s-0.17437"	"s-0.5254"	"s0.01523"	"s-0.48707"	"s0.1903"	"s-0.38059"	"s0.31008"	"s-0.23199"	"s0.34572"	"s-0.08036"	true
"s1"	"s0"	"s0.88085"	"s0.35232"	"s0.68389"	"s0.65128"	"s0.34816"	"s0.79784"	"s0.05832"	"s0.90842"	"s-0.29784"	"s0.8649"	"s-0.62635"	"s0.6959"	"s-0.77106"	"s0.39309"	"s-0.85803"	"s0.08408"	"s-0.81641"	"s-0.24017"	"s-0.64579"	"s-0.50022"	"s-0.39766"	"s-0.68337"	"s-0.11147"	"s-0.75533"	"s0.17041"	"s-0.71504"	"s0.40675"	"s-0.57649"	"s0.56626"	"s-0.36765"	"s0.62765"	"s-0.13305"	true
"s1"	"s0"	"s0.89589"	"s0.39286"	"s0.66129"	"s0.71804"	"s0.29521"	"s0.90824"	"s-0.04787"	"s0.94415"	"s-0.45725"	"s0.84605"	"s-0.7766"	"s0.58511"	"s-0.92819"	"s0.25133"	"s-0.92282"	"s-0.15315"	"s-0.76064"	"s-0.48404"	"s-0.50931"	"s-0.76197"	"s-0.14895"	"s-0.88591"	"s0.21581"	"s-0.85703"	"s0.53229"	"s-0.68593"	"s0.74846"	"s-0.40656"	"s0.83142"	"s-0.07029"	"s0.76862"	"s0.27926"	true
"s1"	"s0"	"s1.0"	"s-0.24051"	"s1.0"	"s-0.20253"	"s0.87342"	"s-0.10127"	"s0.88608"	"s0.01266"	"s1.0"	"s0.11392"	"s0.92405"	"s0.06329"	"s0.8481"	"s-0.03797"	"s0.63291"	"s-0.36709"	"s0.87342"	"s-0.01266"	"s0.93671"	"s0.06329"	"s1.0"	"s0.25316"	"s0.62025"	"s-0.37975"	"s0.84637"	"s-0.0554"	"s1.0"	"s-0.06329"	"s0.53165"	"s0.02532"	"s0.83544"	"s-0.02532"	true
"s1"	"s0"	"s0.7479"	"s0.0084"	"s0.83312"	"s0.01659"	"s0.82638"	"s0.02469"	"s0.86555"	"s0.01681"	"s0.60504"	"s0.05882"	"s0.79093"	"s0.04731"	"s0.77441"	"s0.05407"	"s0.64706"	"s0.19328"	"s0.84034"	"s0.04202"	"s0.71285"	"s0.07122"	"s0.68895"	"s0.07577"	"s0.66387"	"s0.08403"	"s0.63728"	"s0.08296"	"s0.61345"	"s0.01681"	"s0.58187"	"s0.08757"	"s0.5533"	"s0.08891"	true
"s1"	"s0"	"s0.85013"	"s0.01809"	"s0.92211"	"s0.01456"	"s0.92046"	"s0.0218"	"s0.92765"	"s0.0801"	"s0.87597"	"s0.1137"	"s0.91161"	"s0.0432"	"s0.90738"	"s0.05018"	"s0.87339"	"s0.02842"	"s0.95866"	"s0.0"	"s0.89097"	"s0.07047"	"s0.8843"	"s0.07697"	"s0.83721"	"s0.10853"	"s0.86923"	"s0.0895"	"s0.87597"	"s0.08786"	"s0.85198"	"s0.10134"	"s0.84258"	"s0.10698"	true
"s1"	"s0"	"s1.0"	"s-0.01179"	"s1.0"	"s-0.00343"	"s1.0"	"s-0.01565"	"s1.0"	"s-0.01565"	"s1.0"	"s-0.02809"	"s1.0"	"s-0.02187"	"s0.99828"	"s-0.03087"	"s0.99528"	"s-0.03238"	"s0.99314"	"s-0.03452"	"s1.0"	"s-0.03881"	"s1.0"	"s-0.05039"	"s1.0"	"s-0.04931"	"s0.99842"	"s-0.05527"	"s0.994"	"s-0.06304"	"s0.99057"	"s-0.06497"	"s0.98971"	"s-0.06668"	true
"s1"	"s0"	"s0.89505"	"s-0.03168"	"s0.87525"	"s0.05545"	"s0.89505"	"s0.01386"	"s0.92871"	"s0.02772"	"s0.91287"	"s-0.0099"	"s0.94059"	"s-0.01584"	"s0.91881"	"s0.03366"	"s0.93663"	"s0.0"	"s0.94257"	"s0.01386"	"s0.90495"	"s0.00792"	"s0.88713"	"s-0.01782"	"s0.89307"	"s0.02376"	"s0.89002"	"s0.01611"	"s0.88119"	"s0.00198"	"s0.87327"	"s0.04158"	"s0.86733"	"s0.02376"	true
"s1"	"s0"	"s0.90071"	"s0.01773"	"s1.0"	"s-0.01773"	"s0.90071"	"s0.00709"	"s0.84752"	"s0.05674"	"s1.0"	"s0.03546"	"s0.97872"	"s0.01064"	"s0.97518"	"s0.03546"	"s1.0"	"s-0.03191"	"s0.89716"	"s-0.03191"	"s0.8617"	"s0.07801"	"s1.0"	"s0.0922"	"s0.90071"	"s0.0461"	"s0.94305"	"s0.03247"	"s0.94681"	"s0.02482"	"s1.0"	"s0.01064"	"s0.93617"	"s0.02128"	true
"s1"	"s0"	"s0.39394"	"s-0.24242"	"s0.62655"	"s0.0127"	"s0.45455"	"s0.09091"	"s0.63636"	"s0.09091"	"s0.21212"	"s-0.21212"	"s0.57576"	"s0.15152"	"s0.39394"	"s0.0"	"s0.56156"	"s0.04561"	"s0.51515"	"s0.0303"	"s0.78788"	"s0.18182"	"s0.30303"	"s-0.15152"	"s0.48526"	"s0.05929"	"s0.46362"	"s0.06142"	"s0.33333"	"s-0.0303"	"s0.41856"	"s0.0641"	"s0.39394"	"s0.24242"	true
"s1"	"s0"	"s0.86689"	"s0.3595"	"s0.72014"	"s0.66667"	"s0.37201"	"s0.83049"	"s0.08646"	"s0.85893"	"s-0.24118"	"s0.86121"	"s-0.51763"	"s0.67577"	"s-0.68714"	"s0.41524"	"s-0.77019"	"s0.09898"	"s-0.69397"	"s-0.13652"	"s-0.49488"	"s-0.42207"	"s-0.32537"	"s-0.57679"	"s-0.02844"	"s-0.59954"	"s0.1536"	"s-0.53127"	"s0.32309"	"s-0.37088"	"s0.46189"	"s-0.19681"	"s0.40956"	"s0.0182"	true
"s1"	"s0"	"s0.89563"	"s0.37917"	"s0.67311"	"s0.69438"	"s0.35916"	"s0.88696"	"s-0.04193"	"s0.93345"	"s-0.38875"	"s0.84414"	"s-0.67274"	"s0.62078"	"s-0.8268"	"s0.30356"	"s-0.8615"	"s-0.05365"	"s-0.73564"	"s-0.34275"	"s-0.51778"	"s-0.62443"	"s-0.23428"	"s-0.73855"	"s0.06911"	"s-0.73856"	"s0.33531"	"s-0.62296"	"s0.52414"	"s-0.42086"	"s0.61217"	"s-0.17343"	"s0.60073"	"s0.0866"	true
"s1"	"s0"	"s0.90547"	"s0.41113"	"s0.65354"	"s0.74761"	"s0.29921"	"s0.95905"	"s-0.13342"	"s0.9782"	"s-0.52236"	"s0.83263"	"s-0.79657"	"s0.55086"	"s-0.96631"	"s0.15192"	"s-0.93001"	"s-0.25554"	"s-0.71863"	"s-0.59379"	"s-0.41546"	"s-0.85205"	"s-0.0225"	"s-0.93788"	"s0.36318"	"s-0.85368"	"s0.67538"	"s-0.61959"	"s0.85977"	"s-0.28123"	"s0.88654"	"s0.098"	"s0.75495"	"s0.46301"	true
"s1"	"s0"	"s1.0"	"s1.0"	"s0.367"	"s0.06158"	"s0.12993"	"s0.92713"	"s-0.27586"	"s0.93596"	"s-0.31527"	"s0.37685"	"s-0.87192"	"s0.36946"	"s-0.92857"	"s-0.08867"	"s-0.38916"	"s-0.34236"	"s-0.46552"	"s-0.82512"	"s-0.05419"	"s-0.93596"	"s0.25616"	"s-0.20443"	"s0.73792"	"s-0.4595"	"s0.85471"	"s-0.06831"	"s1.0"	"s1.0"	"s0.3867"	"s0.00246"	"s0.17758"	"s0.7979"	true
"s1"	"s0"	"s1.0"	"s0.51515"	"s0.45455"	"s0.33333"	"s0.06061"	"s0.36364"	"s-0.32104"	"s0.73062"	"s-0.45455"	"s0.48485"	"s-0.57576"	"s0.0"	"s-0.57576"	"s-0.12121"	"s-0.33333"	"s-0.48485"	"s-0.09091"	"s-0.84848"	"s0.48485"	"s-0.57576"	"s0.57576"	"s-0.42424"	"s1.0"	"s-0.39394"	"s0.72961"	"s0.12331"	"s0.9697"	"s0.57576"	"s0.24242"	"s0.36364"	"s0.09091"	"s0.33333"	true
"s1"	"s0"	"s0.8811"	"s0.0"	"s0.94817"	"s-0.02744"	"s0.93598"	"s-0.0122"	"s0.90244"	"s0.01829"	"s0.90244"	"s0.01829"	"s0.93902"	"s0.00915"	"s0.95732"	"s0.00305"	"s1.0"	"s0.02744"	"s0.94207"	"s-0.0122"	"s0.90854"	"s0.02439"	"s0.91463"	"s0.05488"	"s0.99695"	"s0.04878"	"s0.89666"	"s0.02226"	"s0.90854"	"s0.00915"	"s1.0"	"s0.05488"	"s0.97561"	"s-0.0122"	true
"s1"	"s0"	"s0.82624"	"s0.08156"	"s0.79078"	"s-0.08156"	"s0.90426"	"s-0.01773"	"s0.92908"	"s0.01064"	"s0.80142"	"s0.08865"	"s0.94681"	"s-0.00709"	"s0.94326"	"s0.0"	"s0.93262"	"s0.20213"	"s0.95035"	"s-0.00709"	"s0.91489"	"s0.00709"	"s0.80496"	"s0.07092"	"s0.91135"	"s0.15957"	"s0.89527"	"s0.08165"	"s0.7766"	"s0.06738"	"s0.92553"	"s0.18085"	"s0.92553"	"s0.0"	true
"s1"	"s0"	"s0.74468"	"s0.10638"	"s0.88706"	"s0.00982"	"s0.88542"	"s0.01471"	"s0.87234"	"s-0.01418"	"s0.7305"	"s0.10638"	"s0.87657"	"s0.02912"	"s0.87235"	"s0.03382"	"s0.95745"	"s0.07801"	"s0.95035"	"s0.04255"	"s0.85597"	"s0.04743"	"s0.84931"	"s0.05178"	"s0.87234"	"s0.11348"	"s0.83429"	"s0.06014"	"s0.74468"	"s-0.03546"	"s0.8171"	"s0.068"	"s0.80774"	"s0.07173"	true
"s1"	"s0"	"s0.87578"	"s0.03727"	"s0.89951"	"s0.00343"	"s0.8921"	"s0.0051"	"s0.86335"	"s0.0"	"s0.95031"	"s0.07453"	"s0.87021"	"s0.00994"	"s0.86303"	"s0.01151"	"s0.83851"	"s-0.06211"	"s0.85714"	"s0.02484"	"s0.84182"	"s0.01603"	"s0.83486"	"s0.01749"	"s0.79503"	"s-0.04348"	"s0.82111"	"s0.02033"	"s0.81988"	"s0.08696"	"s0.80757"	"s0.02308"	"s0.80088"	"s0.02441"	true
"s1"	"s0"	"s0.97513"	"s0.0071"	"s0.98579"	"s0.01954"	"s1.0"	"s0.01954"	"s0.9929"	"s0.01599"	"s0.95737"	"s0.02309"	"s0.97158"	"s0.03552"	"s1.0"	"s0.0373"	"s0.97869"	"s0.02131"	"s0.98579"	"s0.05684"	"s0.97158"	"s0.04796"	"s0.94494"	"s0.05506"	"s0.98401"	"s0.03552"	"s0.9754"	"s0.06477"	"s0.94849"	"s0.08171"	"s0.99112"	"s0.06217"	"s0.98934"	"s0.09947"	true
"s1"	"s0"	"s1.0"	"s0.01105"	"s1.0"	"s0.01105"	"s1.0"	"s0.0232"	"s0.99448"	"s-0.01436"	"s0.99448"	"s-0.00221"	"s0.98343"	"s0.0232"	"s1.0"	"s0.00884"	"s0.97569"	"s0.00773"	"s0.97901"	"s0.01657"	"s0.98011"	"s0.00663"	"s0.98122"	"s0.02099"	"s0.97127"	"s-0.00663"	"s0.98033"	"s0.016"	"s0.97901"	"s0.01547"	"s0.98564"	"s0.02099"	"s0.98674"	"s0.02762"	true
"s1"	"s0"	"s1.0"	"s-0.01342"	"s1.0"	"s0.01566"	"s1.0"	"s-0.00224"	"s1.0"	"s0.06264"	"s0.97763"	"s0.04474"	"s0.95973"	"s0.02908"	"s1.0"	"s0.06488"	"s0.98881"	"s0.03356"	"s1.0"	"s0.03579"	"s0.99776"	"s0.09396"	"s0.95749"	"s0.07383"	"s1.0"	"s0.10067"	"s0.99989"	"s0.08763"	"s0.99105"	"s0.08501"	"s1.0"	"s0.10067"	"s1.0"	"s0.10067"	true
"s1"	"s0"	"s0.8842"	"s0.36724"	"s0.67123"	"s0.67382"	"s0.39613"	"s0.86399"	"s0.02424"	"s0.93182"	"s-0.35148"	"s0.83713"	"s-0.60316"	"s0.58842"	"s-0.78658"	"s0.38778"	"s-0.83285"	"s-0.00642"	"s-0.69318"	"s-0.32963"	"s-0.52504"	"s-0.53924"	"s-0.27377"	"s-0.68126"	"s0.00806"	"s-0.69774"	"s0.26028"	"s-0.60678"	"s0.44569"	"s-0.43383"	"s0.54209"	"s-0.21542"	"s0.56286"	"s0.02823"	true
"s1"	"s0"	"s0.90147"	"s0.41786"	"s0.64131"	"s0.75725"	"s0.3044"	"s0.95148"	"s-0.20449"	"s0.96534"	"s-0.55483"	"s0.81191"	"s-0.81857"	"s0.50949"	"s-0.96986"	"s0.10345"	"s-0.91456"	"s-0.31412"	"s-0.70163"	"s-0.65461"	"s-0.32354"	"s-0.88999"	"s0.05865"	"s-0.94172"	"s0.44483"	"s-0.82154"	"s0.74105"	"s-0.55231"	"s0.89415"	"s-0.18725"	"s0.87893"	"s0.20359"	"s0.70555"	"s0.54852"	true
"s1"	"s0"	"s0.32789"	"s0.11042"	"s0.1597"	"s0.29308"	"s0.1402"	"s0.74485"	"s-0.25131"	"s0.91993"	"s-0.16503"	"s0.26664"	"s-0.63714"	"s0.24865"	"s-0.9765"	"s-0.00337"	"s-0.23227"	"s-0.19909"	"s-0.30522"	"s-0.48886"	"s-0.14426"	"s-0.89991"	"s0.09345"	"s-0.28916"	"s0.28307"	"s-0.1856"	"s0.39599"	"s-0.11498"	"s0.31005"	"s0.05614"	"s0.21443"	"s0.2054"	"s0.13376"	"s0.26422"	true
"s1"	"s0"	"s0.65845"	"s0.43617"	"s0.44681"	"s0.74804"	"s0.05319"	"s0.85106"	"s-0.32027"	"s0.82139"	"s-0.68253"	"s0.52408"	"s-0.84211"	"s0.07111"	"s-0.82811"	"s-0.28723"	"s-0.47032"	"s-0.71725"	"s-0.04759"	"s-0.86002"	"s0.23292"	"s-0.76316"	"s0.56663"	"s-0.52128"	"s0.743"	"s-0.18645"	"s0.74758"	"s0.23713"	"s0.45185"	"s0.59071"	"s0.20549"	"s0.76764"	"s-0.18533"	"s0.74356"	true
"s1"	"s0"	"s0.19466"	"s0.05725"	"s0.04198"	"s0.25191"	"s-0.10557"	"s0.48866"	"s-0.18321"	"s-0.18321"	"s-0.41985"	"s0.06107"	"s-0.4542"	"s0.0916"	"s-0.16412"	"s-0.30534"	"s-0.10305"	"s-0.39695"	"s0.18702"	"s-0.17557"	"s0.34012"	"s-0.11953"	"s0.28626"	"s-0.16031"	"s0.21645"	"s0.24692"	"s0.03913"	"s0.31092"	"s-0.03817"	"s0.26336"	"s-0.16794"	"s0.16794"	"s-0.30153"	"s-0.33588"	true
"s1"	"s0"	"s0.98002"	"s7.5E-4"	"s1.0"	"s0.0"	"s0.98982"	"s-7.5E-4"	"s0.94721"	"s0.02394"	"s0.977"	"s0.0213"	"s0.97888"	"s0.03073"	"s0.9917"	"s0.02338"	"s0.93929"	"s0.05713"	"s0.93552"	"s0.05279"	"s0.97738"	"s0.05524"	"s1.0"	"s0.06241"	"s0.94155"	"s0.08107"	"s0.96709"	"s0.07255"	"s0.95701"	"s0.08088"	"s0.9819"	"s0.08126"	"s0.97247"	"s0.08616"	true
"s1"	"s0"	"s0.82254"	"s-0.07572"	"s0.80462"	"s0.00231"	"s0.87514"	"s-0.01214"	"s0.86821"	"s-0.07514"	"s0.72832"	"s-0.11734"	"s0.84624"	"s0.05029"	"s0.83121"	"s-0.07399"	"s0.74798"	"s0.06705"	"s0.78324"	"s0.06358"	"s0.86763"	"s-0.0237"	"s0.78844"	"s-0.06012"	"s0.74451"	"s-0.0237"	"s0.76717"	"s-0.02731"	"s0.74046"	"s-0.0763"	"s0.70058"	"s-0.0422"	"s0.78439"	"s0.01214"	true
"s1"	"s0"	"s0.35346"	"s-0.13768"	"s0.69387"	"s-0.02423"	"s0.68195"	"s-0.03574"	"s0.55717"	"s-0.06119"	"s0.61836"	"s-0.10467"	"s0.62099"	"s-0.06527"	"s0.59361"	"s-0.07289"	"s0.42271"	"s-0.26409"	"s0.58213"	"s0.04992"	"s0.49736"	"s-0.08771"	"s0.46241"	"s-0.08989"	"s0.45008"	"s-0.00564"	"s0.39146"	"s-0.09038"	"s0.35588"	"s-0.10306"	"s0.32232"	"s-0.08637"	"s0.28943"	"s-0.083"	true
"s1"	"s0"	"s0.76046"	"s0.01092"	"s0.86335"	"s0.00258"	"s0.85821"	"s0.00384"	"s0.79988"	"s0.02304"	"s0.81504"	"s0.12068"	"s0.83096"	"s0.00744"	"s0.81815"	"s0.00854"	"s0.82777"	"s-0.06974"	"s0.76531"	"s0.03881"	"s0.76979"	"s0.01148"	"s0.75071"	"s0.01232"	"s0.77138"	"s-0.00303"	"s0.70886"	"s0.01375"	"s0.66161"	"s0.00849"	"s0.66298"	"s0.01484"	"s0.63887"	"s0.01525"	true
"s1"	"s0"	"s0.66667"	"s-0.01366"	"s0.97404"	"s0.06831"	"s0.4959"	"s0.50137"	"s0.75683"	"s-0.00273"	"s0.65164"	"s-0.14071"	"s0.40164"	"s-0.48907"	"s0.39208"	"s0.58743"	"s0.76776"	"s0.31831"	"s0.78552"	"s0.11339"	"s0.47541"	"s-0.44945"	"s1.0"	"s0.00683"	"s0.60656"	"s0.06967"	"s0.68656"	"s0.17088"	"s0.87568"	"s0.07787"	"s0.55328"	"s0.2459"	"s0.13934"	"s0.48087"	true
"s1"	"s0"	"s0.83508"	"s0.08298"	"s0.73739"	"s-0.14706"	"s0.84349"	"s-0.05567"	"s0.90441"	"s-0.04622"	"s0.89391"	"s0.1313"	"s0.81197"	"s0.06723"	"s0.79307"	"s-0.08929"	"s1.0"	"s-0.02101"	"s0.96639"	"s0.06618"	"s0.87605"	"s0.01155"	"s0.77521"	"s0.06618"	"s0.95378"	"s-0.04202"	"s0.83479"	"s0.00123"	"s1.0"	"s0.12815"	"s0.8666"	"s-0.10714"	"s0.90546"	"s-0.04307"	true
"s1"	"s0"	"s0.95113"	"s0.00419"	"s0.95183"	"s-0.02723"	"s0.93438"	"s-0.0192"	"s0.9459"	"s0.01606"	"s0.9651"	"s0.03281"	"s0.94171"	"s0.0733"	"s0.94625"	"s-0.01326"	"s0.97173"	"s0.0014"	"s0.94834"	"s0.06038"	"s0.9267"	"s0.08412"	"s0.93124"	"s0.10087"	"s0.9452"	"s0.01361"	"s0.93522"	"s0.04925"	"s0.93159"	"s0.08168"	"s0.94066"	"s-3.5E-4"	"s0.91483"	"s0.04712"	true
"s1"	"s0"	"s0.94701"	"s-3.4E-4"	"s0.93207"	"s-0.03227"	"s0.95177"	"s-0.03431"	"s0.95584"	"s0.02446"	"s0.94124"	"s0.01766"	"s0.92595"	"s0.04688"	"s0.93954"	"s-0.01461"	"s0.94837"	"s0.02004"	"s0.93784"	"s0.01393"	"s0.91406"	"s0.07677"	"s0.8947"	"s0.06148"	"s0.93988"	"s0.03193"	"s0.92489"	"s0.02542"	"s0.9212"	"s0.02242"	"s0.92459"	"s0.00442"	"s0.92697"	"s-0.00577"	true
"s1"	"s0"	"s0.90608"	"s-0.01657"	"s0.98122"	"s-0.01989"	"s0.95691"	"s-0.03646"	"s0.85746"	"s0.0011"	"s0.89724"	"s-0.03315"	"s0.89061"	"s-0.01436"	"s0.90608"	"s-0.0453"	"s0.91381"	"s-0.00884"	"s0.80773"	"s-0.12928"	"s0.88729"	"s0.01215"	"s0.92155"	"s-0.0232"	"s0.9105"	"s-0.02099"	"s0.89147"	"s-0.0776"	"s0.82983"	"s-0.17238"	"s0.96022"	"s-0.03757"	"s0.87403"	"s-0.16243"	true
"s1"	"s0"	"s0.8471"	"s0.13533"	"s0.73638"	"s-0.06151"	"s0.87873"	"s0.0826"	"s0.88928"	"s-0.09139"	"s0.78735"	"s0.06678"	"s0.80668"	"s-0.00351"	"s0.79262"	"s-0.01054"	"s0.85764"	"s-0.04569"	"s0.8717"	"s-0.03515"	"s0.81722"	"s-0.0949"	"s0.71002"	"s0.04394"	"s0.86467"	"s-0.15114"	"s0.81147"	"s-0.04822"	"s0.78207"	"s-0.00703"	"s0.75747"	"s-0.06678"	"s0.85764"	"s-0.06151"	true
