%
% ARFF data file, generated by KNIME
%
% Date: Thu Jun 22 13:05:14 CEST 2017
% User: guillaume
%

@RELATION DataTable
@ATTRIBUTE cap-shape	{x,b,s,f,k,c}
@ATTRIBUTE cap-surface	{s,y,f,g}
@ATTRIBUTE cap-color	{n,y,w,g,e,p,b,u,c,r}
@ATTRIBUTE bruises?	{t,f}
@ATTRIBUTE odor	{p,a,l,n,f,c,y,s}
@ATTRIBUTE gill-attachment	{f}
@ATTRIBUTE gill-spacing	{c,w}
@ATTRIBUTE gill-size	{n,b}
@ATTRIBUTE gill-color	{k,n,g,p,w,h,u,e,b,r}
@ATTRIBUTE stalk-shape	{e,t}
@ATTRIBUTE stalk-root	{e,c,b,r}
@ATTRIBUTE stalk-surface-above-ring	{s,f,k}
@ATTRIBUTE stalk-surface-below-ring	{s,f,y,k}
@ATTRIBUTE Col13	{w,g,p,n,b,e}
@ATTRIBUTE stalk-color-above-ring	{w,p,g,b,n,e,y}
@ATTRIBUTE veil-type	{p}
@ATTRIBUTE veil-color	{w}
@ATTRIBUTE ring-number	{o,t}
@ATTRIBUTE ring-type	{p,e,l,f}
@ATTRIBUTE spore-print-color	{k,n,u,h,w,r}
@ATTRIBUTE population	{s,n,a,v,y,c}
@ATTRIBUTE habitat	{u,g,m,d,p,w,l}
@ATTRIBUTE Class	{cortana,false}

@DATA
f,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,cortana
f,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,false
f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,cortana
f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
f,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,cortana
x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,cortana
f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,cortana
f,f,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,false
x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,cortana
f,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,false
x,s,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
f,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,false
f,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,false
f,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,false
f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,cortana
f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,cortana
x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
f,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,false
f,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,false
f,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,false
f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,cortana
x,f,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
f,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,y,e,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,false
f,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,false
f,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,false
f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,false
f,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,false
f,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,false
x,s,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
x,f,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,cortana
f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,cortana
x,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,false
x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
f,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,false
f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,false
f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,v,d,false
f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,false
x,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d,false
f,y,e,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,false
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,cortana
f,y,g,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,false
f,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
f,y,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,false
f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,false
x,s,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
x,f,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
f,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,false
f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,cortana
f,f,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,false
f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,false
x,s,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
x,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,false
f,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,cortana
f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,cortana
x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
f,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,cortana
x,f,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,cortana
f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,false
x,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,p,cortana
x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
f,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,false
f,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,false
f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,cortana
x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
x,y,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,false
f,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,false
f,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,v,d,false
x,y,g,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,g,cortana
f,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,false
x,f,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
x,f,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
f,f,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,y,d,false
f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,false
f,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,false
f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,cortana
x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,cortana
f,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,false
x,y,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,cortana
x,s,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
f,f,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,false
f,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,cortana
f,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,false
f,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,false
x,f,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,false
f,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,false
f,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,cortana
f,y,e,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,false
f,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,cortana
f,y,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,false
f,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,false
f,f,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,cortana
f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,false
f,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,cortana
x,f,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
f,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,v,d,false
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,cortana
f,y,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,false
f,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,false
f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,false
f,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,false
f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,false
x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
f,y,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,false
f,y,n,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,false
f,y,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,false
x,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,false
f,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,p,cortana
x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
f,f,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,v,d,false
f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,p,cortana
x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,cortana
x,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,g,cortana
f,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,false
x,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,cortana
f,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,false
x,s,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,cortana
x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,cortana
x,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,cortana
f,y,n,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,false
f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,false
f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,false
x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,false
f,y,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,false
f,y,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,false
f,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,false
x,f,p,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,cortana
x,f,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,cortana
f,y,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,false
f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,false
x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,cortana
x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,p,cortana
x,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,cortana
f,y,n,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,false
f,y,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,false
x,s,g,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,cortana
f,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,cortana
x,f,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
f,y,e,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,false
f,y,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,false
f,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,false
x,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,g,cortana
f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,y,d,false
x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
x,f,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,cortana
f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,cortana
x,f,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,cortana
x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,cortana
f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,false
x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,false
f,y,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,false
f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,false
f,f,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,false
x,f,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
f,f,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d,false
f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,false
x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
f,f,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,y,d,false
f,y,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,cortana
f,f,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,cortana
f,f,e,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,false
f,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,g,cortana
f,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,false
x,f,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
f,y,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,false
x,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,false
f,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,false
f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,y,d,false
f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,cortana
f,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,false
f,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,v,d,false
f,f,g,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,y,d,false
f,y,g,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,n,v,d,false
f,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,false
f,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,false
f,y,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,false
f,f,n,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,k,v,d,false
x,f,p,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
x,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,cortana
f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,false
f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,false
x,s,w,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,v,d,cortana
x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,cortana
x,f,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,v,d,false
f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,false
x,s,p,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,cortana
f,y,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,false
f,y,n,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,y,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,cortana
f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,false
x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,false
x,f,w,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
f,y,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,y,d,false
x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,cortana
f,y,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,y,d,false
x,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,cortana
f,f,g,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,false
x,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,false
f,y,e,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,v,d,false
f,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,false
x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
f,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,false
f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,false
x,f,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,cortana
f,y,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,false
x,s,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,cortana
x,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,cortana
f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,false
f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,false
f,y,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,k,v,d,false
f,f,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,false
x,f,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,cortana
x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,g,cortana
x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,cortana
f,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,false
f,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,n,v,d,false
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,cortana
x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,cortana
f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,false
