parents	has-nurs	form	children	housing	finance	social	health
pretentious	critical	completed	more	convenient	convenient	slightly-prob	not-recom
pretentious	critical	completed	more	convenient	convenient	problematic	recommended
pretentious	critical	completed	more	convenient	convenient	problematic	priority
pretentious	critical	completed	more	convenient	convenient	problematic	not-recom
pretentious	critical	completed	more	convenient	inconv	nonprob	recommended
pretentious	critical	completed	more	convenient	inconv	nonprob	priority
pretentious	critical	completed	more	convenient	inconv	nonprob	not-recom
pretentious	critical	completed	more	convenient	inconv	slightly-prob	recommended
pretentious	critical	completed	more	convenient	inconv	slightly-prob	priority
pretentious	critical	completed	more	convenient	inconv	slightly-prob	not-recom
pretentious	critical	completed	more	convenient	inconv	problematic	recommended
pretentious	critical	completed	more	convenient	inconv	problematic	priority
pretentious	critical	completed	more	convenient	inconv	problematic	not-recom
pretentious	critical	completed	more	less-conv	convenient	nonprob	recommended
pretentious	critical	completed	more	less-conv	convenient	nonprob	priority
pretentious	critical	completed	more	less-conv	convenient	nonprob	not-recom
pretentious	critical	completed	more	less-conv	convenient	slightly-prob	recommended
pretentious	critical	completed	more	less-conv	convenient	slightly-prob	priority
pretentious	critical	completed	more	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	completed	more	less-conv	convenient	problematic	recommended
pretentious	critical	completed	more	less-conv	convenient	problematic	priority
pretentious	critical	completed	more	less-conv	convenient	problematic	not-recom
pretentious	critical	completed	more	less-conv	inconv	nonprob	recommended
pretentious	critical	completed	more	less-conv	inconv	nonprob	priority
pretentious	critical	completed	more	less-conv	inconv	nonprob	not-recom
pretentious	critical	completed	more	less-conv	inconv	slightly-prob	recommended
pretentious	critical	completed	more	less-conv	inconv	slightly-prob	priority
pretentious	critical	completed	more	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	completed	more	less-conv	inconv	problematic	recommended
pretentious	critical	completed	more	less-conv	inconv	problematic	priority
pretentious	critical	completed	more	less-conv	inconv	problematic	not-recom
pretentious	critical	completed	more	critical	convenient	nonprob	recommended
pretentious	critical	completed	more	critical	convenient	nonprob	priority
pretentious	critical	completed	more	critical	convenient	nonprob	not-recom
pretentious	critical	completed	more	critical	convenient	slightly-prob	recommended
pretentious	critical	completed	more	critical	convenient	slightly-prob	priority
pretentious	critical	completed	more	critical	convenient	slightly-prob	not-recom
pretentious	critical	completed	more	critical	convenient	problematic	recommended
pretentious	critical	completed	more	critical	convenient	problematic	priority
pretentious	critical	completed	more	critical	convenient	problematic	not-recom
pretentious	critical	completed	more	critical	inconv	nonprob	recommended
pretentious	critical	completed	more	critical	inconv	nonprob	priority
pretentious	critical	completed	more	critical	inconv	nonprob	not-recom
pretentious	critical	completed	more	critical	inconv	slightly-prob	recommended
pretentious	critical	completed	more	critical	inconv	slightly-prob	priority
pretentious	critical	completed	more	critical	inconv	slightly-prob	not-recom
pretentious	critical	completed	more	critical	inconv	problematic	recommended
pretentious	critical	completed	more	critical	inconv	problematic	priority
pretentious	critical	completed	more	critical	inconv	problematic	not-recom
pretentious	critical	incomplete	1	convenient	convenient	nonprob	recommended
pretentious	critical	incomplete	1	convenient	convenient	nonprob	priority
pretentious	critical	incomplete	1	convenient	convenient	nonprob	not-recom
pretentious	critical	incomplete	1	convenient	convenient	slightly-prob	recommended
pretentious	critical	incomplete	1	convenient	convenient	slightly-prob	priority
pretentious	critical	incomplete	1	convenient	convenient	slightly-prob	not-recom
pretentious	critical	incomplete	1	convenient	convenient	problematic	recommended
pretentious	critical	incomplete	1	convenient	convenient	problematic	priority
pretentious	critical	incomplete	1	convenient	convenient	problematic	not-recom
pretentious	critical	incomplete	1	convenient	inconv	nonprob	recommended
pretentious	critical	incomplete	1	convenient	inconv	nonprob	priority
pretentious	critical	incomplete	1	convenient	inconv	nonprob	not-recom
pretentious	critical	incomplete	1	convenient	inconv	slightly-prob	recommended
pretentious	critical	incomplete	1	convenient	inconv	slightly-prob	priority
pretentious	critical	incomplete	1	convenient	inconv	slightly-prob	not-recom
pretentious	critical	incomplete	1	convenient	inconv	problematic	recommended
pretentious	critical	incomplete	1	convenient	inconv	problematic	priority
pretentious	critical	incomplete	1	convenient	inconv	problematic	not-recom
pretentious	critical	incomplete	1	less-conv	convenient	nonprob	recommended
pretentious	critical	incomplete	1	less-conv	convenient	nonprob	priority
pretentious	critical	incomplete	1	less-conv	convenient	nonprob	not-recom
pretentious	critical	incomplete	1	less-conv	convenient	slightly-prob	recommended
pretentious	critical	incomplete	1	less-conv	convenient	slightly-prob	priority
pretentious	critical	incomplete	1	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	incomplete	1	less-conv	convenient	problematic	recommended
pretentious	critical	incomplete	1	less-conv	convenient	problematic	priority
pretentious	critical	incomplete	1	less-conv	convenient	problematic	not-recom
pretentious	critical	incomplete	1	less-conv	inconv	nonprob	recommended
pretentious	critical	incomplete	1	less-conv	inconv	nonprob	priority
pretentious	critical	incomplete	1	less-conv	inconv	nonprob	not-recom
pretentious	critical	incomplete	1	less-conv	inconv	slightly-prob	recommended
pretentious	critical	incomplete	1	less-conv	inconv	slightly-prob	priority
pretentious	critical	incomplete	1	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	incomplete	1	less-conv	inconv	problematic	recommended
pretentious	critical	incomplete	1	less-conv	inconv	problematic	priority
pretentious	critical	incomplete	1	less-conv	inconv	problematic	not-recom
pretentious	critical	incomplete	1	critical	convenient	nonprob	recommended
pretentious	critical	incomplete	1	critical	convenient	nonprob	priority
pretentious	critical	incomplete	1	critical	convenient	nonprob	not-recom
pretentious	critical	incomplete	1	critical	convenient	slightly-prob	recommended
pretentious	critical	incomplete	1	critical	convenient	slightly-prob	priority
pretentious	critical	incomplete	1	critical	convenient	slightly-prob	not-recom
pretentious	critical	incomplete	1	critical	convenient	problematic	recommended
pretentious	critical	incomplete	1	critical	convenient	problematic	priority
pretentious	critical	incomplete	1	critical	convenient	problematic	not-recom
pretentious	critical	incomplete	1	critical	inconv	nonprob	recommended
pretentious	critical	incomplete	1	critical	inconv	nonprob	priority
pretentious	critical	incomplete	1	critical	inconv	nonprob	not-recom
pretentious	critical	incomplete	1	critical	inconv	slightly-prob	recommended
pretentious	critical	incomplete	1	critical	inconv	slightly-prob	priority
pretentious	critical	incomplete	1	critical	inconv	slightly-prob	not-recom
pretentious	critical	incomplete	1	critical	inconv	problematic	recommended
pretentious	critical	incomplete	1	critical	inconv	problematic	priority
pretentious	critical	incomplete	1	critical	inconv	problematic	not-recom
pretentious	critical	incomplete	2	convenient	convenient	nonprob	recommended
pretentious	critical	incomplete	2	convenient	convenient	nonprob	priority
pretentious	critical	incomplete	2	convenient	convenient	nonprob	not-recom
pretentious	critical	incomplete	2	convenient	convenient	slightly-prob	recommended
pretentious	critical	incomplete	2	convenient	convenient	slightly-prob	priority
pretentious	critical	incomplete	2	convenient	convenient	slightly-prob	not-recom
pretentious	critical	incomplete	2	convenient	convenient	problematic	recommended
pretentious	critical	incomplete	2	convenient	convenient	problematic	priority
pretentious	critical	incomplete	2	convenient	convenient	problematic	not-recom
pretentious	critical	incomplete	2	convenient	inconv	nonprob	recommended
pretentious	critical	incomplete	2	convenient	inconv	nonprob	priority
pretentious	critical	incomplete	2	convenient	inconv	nonprob	not-recom
pretentious	critical	incomplete	2	convenient	inconv	slightly-prob	recommended
pretentious	critical	incomplete	2	convenient	inconv	slightly-prob	priority
pretentious	critical	incomplete	2	convenient	inconv	slightly-prob	not-recom
pretentious	critical	incomplete	2	convenient	inconv	problematic	recommended
pretentious	critical	incomplete	2	convenient	inconv	problematic	priority
pretentious	critical	incomplete	2	convenient	inconv	problematic	not-recom
pretentious	critical	incomplete	2	less-conv	convenient	nonprob	recommended
pretentious	critical	incomplete	2	less-conv	convenient	nonprob	priority
pretentious	critical	incomplete	2	less-conv	convenient	nonprob	not-recom
pretentious	critical	incomplete	2	less-conv	convenient	slightly-prob	recommended
pretentious	critical	incomplete	2	less-conv	convenient	slightly-prob	priority
pretentious	critical	incomplete	2	less-conv	convenient	slightly-prob	not-recom
pretentious	critical	incomplete	2	less-conv	convenient	problematic	recommended
pretentious	critical	incomplete	2	less-conv	convenient	problematic	priority
pretentious	critical	incomplete	2	less-conv	convenient	problematic	not-recom
pretentious	critical	incomplete	2	less-conv	inconv	nonprob	recommended
pretentious	critical	incomplete	2	less-conv	inconv	nonprob	priority
pretentious	critical	incomplete	2	less-conv	inconv	nonprob	not-recom
pretentious	critical	incomplete	2	less-conv	inconv	slightly-prob	recommended
pretentious	critical	incomplete	2	less-conv	inconv	slightly-prob	priority
pretentious	critical	incomplete	2	less-conv	inconv	slightly-prob	not-recom
pretentious	critical	incomplete	2	less-conv	inconv	problematic	recommended
pretentious	critical	incomplete	2	less-conv	inconv	problematic	priority
pretentious	critical	incomplete	2	less-conv	inconv	problematic	not-recom
pretentious	critical	incomplete	2	critical	convenient	nonprob	recommended
pretentious	critical	incomplete	2	critical	convenient	nonprob	priority
