Att1	Att2	Att3	Att4	Att5	Att6	Att7	Att8	Att9	Att10	Att11	Att12	Att13	Att14	Att15	Att16	Att17	Att18	Att19	Att20	Att21	Att22	Att23	Att24	Att25	Att26	Att27	Att28	Att29	Att30	Att31	Att32	Att33	Att34	Att35	Att36	Att37	Att38	Att39	Att40	Att41	Att42	Att43	Att44	Att45	Att46	Att47	Att48	Att49	Att50	Att51	Att52	Att53	Att54	Att55	Att56	Att57	Att58	Att59	Att60	Att61	Att62	Att63	Att64	Att65	Att66	Att67	Att68	Att69	Att70	Att71	Att72	Att73	Att74	Att75	Att76	Att77	Att78	Att79	Att80	Att81	Att82	Att83	Att84	Att85	Att86	Att87	Att88	Att89	Att90	Att91	Att92	Att93	Att94	Att95	Att96	Att97	Att98	Att99	Att100	Att101	Att102	Att103	Class
"s0.246735"	"s0.108755"	"s0.253624"	"s0.111825"	"s0.065462"	"s-0.024267"	"s0.023502"	"s-0.077397"	"s-0.081393"	"s-0.025258"	"s0.065185"	"s0.031116"	"s-0.047825"	"s0.065467"	"s-0.032415"	"s-0.120568"	"s0.037811"	"s0.002325"	"s-0.11233"	"s-0.184803"	"s-0.172136"	"s-0.182416"	"s-0.144024"	"s0.001166"	"s-0.069491"	"s0.064176"	"s0.117353"	"s0.001332"	"s-0.092805"	"s0.02088"	"s-0.019502"	"s-0.243648"	"s0.063864"	"s0.024264"	"s0.141682"	"s0.01364"	"s0.065198"	"s0.018242"	"s0.022911"	"s0.011382"	"s0.082406"	"s0.023835"	"s0.002913"	"s0.073295"	"s0.14578"	"s0.148758"	"s0.203912"	"s0.138101"	"s0.114753"	"s0.034753"	"s-0.070098"	"s-0.078857"	"s-0.081293"	"s0.213884"	"s-0.052085"	"s-0.022401"	"s0.025761"	"s0.056017"	"s-0.194817"	"s-0.119937"	"s-0.089217"	"s-0.063149"	"s-0.072388"	"s-0.189628"	"s0.030991"	"s0.179426"	"s-0.046163"	"s-0.034115"	"s-0.074323"	"s-0.061296"	"s-0.12782"	"s-0.313305"	"s0.081513"	"s-0.038567"	"s0.054257"	"s0.094828"	"s0.132696"	"s0.105791"	"s0.022751"	"s-0.008246"	"s-0.018025"	"s-0.025302"	"s-0.009341"	"s-0.049338"	"s-0.012937"	"s0.025179"	"s-0.008145"	"s-0.041862"	"s-0.034416"	"s-0.05048"	"s-0.017964"	"s-6.7E-5"	"s0.011984"	"s0.015321"	"s-0.027917"	"s-0.02713"	"s0.060167"	"s-0.031375"	"s-0.011365"	"s-0.035483"	"s-0.018072"	"s0.012877"	"s0.12455"	false
"s0.027847"	"s-0.050071"	"s-0.020166"	"s-0.0145"	"s0.045293"	"s0.249903"	"s0.092936"	"s-0.128359"	"s-0.117964"	"s-0.151575"	"s-0.022447"	"s-0.094277"	"s-0.047121"	"s-0.114048"	"s-0.038791"	"s-0.148244"	"s0.083289"	"s-0.046012"	"s0.116658"	"s-0.025273"	"s-0.064426"	"s0.001125"	"s0.030327"	"s-0.040666"	"s0.001833"	"s-0.124835"	"s-0.176075"	"s-0.080852"	"s-0.138201"	"s-0.161471"	"s-0.129736"	"s-0.189576"	"s0.345673"	"s0.170691"	"s0.140365"	"s0.123112"	"s0.120633"	"s0.153824"	"s0.153763"	"s0.061458"	"s0.043066"	"s0.098973"	"s0.145319"	"s-0.073347"	"s0.028743"	"s0.007548"	"s-0.014101"	"s-0.182959"	"s-0.136171"	"s-0.109832"	"s0.035725"	"s-0.048202"	"s-0.007424"	"s-0.047361"	"s0.122626"	"s0.05345"	"s-0.068513"	"s-0.1105"	"s-0.072815"	"s-0.044892"	"s0.011805"	"s-0.071049"	"s0.071561"	"s0.014011"	"s0.039818"	"s-0.092677"	"s0.043286"	"s0.140323"	"s0.040356"	"s-0.064648"	"s0.228018"	"s0.129927"	"s0.04634"	"s0.052292"	"s0.035678"	"s-0.143403"	"s-0.013602"	"s-0.234301"	"s0.050394"	"s0.064467"	"s0.065081"	"s-0.039554"	"s-0.026043"	"s-0.044359"	"s-0.017109"	"s0.031875"	"s0.006181"	"s-0.022244"	"s-0.0341"	"s-0.032057"	"s-0.038325"	"s-0.011179"	"s-0.045749"	"s-0.023238"	"s-0.030106"	"s-0.02943"	"s-0.031417"	"s-0.016181"	"s-0.017825"	"s-0.013496"	"s0.013817"	"s0.009261"	"s0.118455"	false
"s-0.024528"	"s0.015439"	"s0.133096"	"s0.113247"	"s0.148284"	"s0.003457"	"s-0.011167"	"s-0.063349"	"s-0.070293"	"s-0.216394"	"s-0.056829"	"s-0.163435"	"s0.015621"	"s-9.77E-4"	"s0.024629"	"s-0.102951"	"s-0.214722"	"s-0.21067"	"s-0.153214"	"s-0.014403"	"s0.02956"	"s0.066231"	"s0.055375"	"s-0.013093"	"s0.11111"	"s-0.012755"	"s-0.052265"	"s-0.124236"	"s-0.182185"	"s-0.074709"	"s0.004999"	"s-0.145181"	"s-0.119451"	"s-0.223121"	"s-0.09054"	"s-0.008982"	"s-0.045809"	"s-0.150867"	"s-0.104076"	"s0.015216"	"s-0.018893"	"s-0.060774"	"s-0.108561"	"s-0.231643"	"s-0.069447"	"s-0.052943"	"s0.007563"	"s-0.086561"	"s0.03008"	"s0.052258"	"s0.026893"	"s-0.027279"	"s0.023773"	"s-0.028078"	"s-0.057624"	"s0.022299"	"s0.102953"	"s0.035492"	"s0.126"	"s0.147161"	"s0.244883"	"s0.113661"	"s0.219725"	"s0.088989"	"s0.112339"	"s-0.11124"	"s0.06746"	"s0.065898"	"s0.002873"	"s0.036828"	"s0.036054"	"s-0.001733"	"s0.06482"	"s0.123463"	"s0.182541"	"s0.240359"	"s0.163875"	"s-0.00205"	"s0.007901"	"s0.005605"	"s-0.007654"	"s-0.039806"	"s-0.018592"	"s-0.062117"	"s-0.013884"	"s0.023939"	"s-0.031954"	"s-0.027301"	"s-0.014996"	"s-0.006285"	"s-0.010945"	"s-0.004534"	"s-0.050024"	"s-0.025182"	"s-0.023258"	"s-0.031383"	"s0.003952"	"s0.036935"	"s-0.031459"	"s-0.050183"	"s-0.030144"	"s0.226593"	"s0.098998"	true
"s-0.022228"	"s0.124553"	"s0.210504"	"s0.056483"	"s0.13741"	"s-0.056399"	"s-0.007679"	"s-0.249752"	"s-0.150467"	"s-0.050073"	"s-0.076429"	"s-0.091192"	"s-0.100972"	"s-0.121099"	"s-0.116489"	"s-0.302733"	"s0.008254"	"s-0.222651"	"s0.192558"	"s-0.125575"	"s-0.002153"	"s-0.146762"	"s-0.076332"	"s-0.046589"	"s-0.030141"	"s0.002974"	"s0.027426"	"s-3.87E-4"	"s0.048961"	"s-0.058997"	"s0.083165"	"s-0.036425"	"s-0.1571"	"s-0.13635"	"s-0.032625"	"s0.041244"	"s0.069541"	"s0.037388"	"s0.054373"	"s0.030646"	"s0.029936"	"s0.031975"	"s0.107983"	"s-0.060083"	"s0.072725"	"s0.076354"	"s0.103947"	"s-0.069859"	"s-0.082033"	"s-0.163899"	"s-0.11199"	"s-0.147111"	"s-0.124725"	"s0.141271"	"s-0.002864"	"s-0.001964"	"s-0.075715"	"s-0.040368"	"s0.070872"	"s0.199481"	"s0.177598"	"s-0.026601"	"s0.146833"	"s6.59E-4"	"s0.15462"	"s0.042366"	"s0.20938"	"s0.280849"	"s-0.031311"	"s0.022936"	"s-0.02777"	"s-0.02164"	"s0.019045"	"s0.020323"	"s-0.076476"	"s-0.072515"	"s0.078746"	"s0.164713"	"s0.007311"	"s0.015728"	"s-0.01822"	"s-0.020417"	"s-0.022629"	"s-0.054682"	"s0.001761"	"s0.015768"	"s-0.007071"	"s-0.031002"	"s-0.013305"	"s-0.03619"	"s-0.023329"	"s-0.010122"	"s-0.033467"	"s-0.001935"	"s-0.016766"	"s-0.015209"	"s5.0E-6"	"s-0.01935"	"s0.010966"	"s-0.033118"	"s-0.019898"	"s0.039794"	"s0.125729"	false
"s0.103541"	"s0.037194"	"s0.047146"	"s0.078439"	"s-0.089171"	"s-0.030672"	"s-0.136594"	"s0.007715"	"s0.056223"	"s-0.157704"	"s0.11641"	"s0.055871"	"s-0.09381"	"s-0.112394"	"s-0.084482"	"s-0.024252"	"s-0.188136"	"s-0.070162"	"s0.166096"	"s0.063465"	"s0.003697"	"s-0.087121"	"s-0.167261"	"s-0.142026"	"s-0.108596"	"s-0.021679"	"s-0.049663"	"s-0.074084"	"s-0.024732"	"s0.079636"	"s0.035999"	"s-0.054924"	"s-0.112743"	"s-0.105709"	"s-0.139554"	"s-0.090552"	"s-0.108552"	"s-0.076334"	"s-0.009721"	"s-0.026599"	"s-0.032153"	"s-0.008111"	"s0.066769"	"s0.079657"	"s0.019587"	"s0.119327"	"s0.146756"	"s-0.042434"	"s0.090701"	"s0.133302"	"s0.095906"	"s0.039759"	"s-0.001752"	"s-0.072819"	"s-0.075777"	"s-0.222747"	"s0.17376"	"s0.231427"	"s-0.024315"	"s-0.022225"	"s-0.00776"	"s-0.023819"	"s-0.179762"	"s-0.115018"	"s0.110249"	"s0.158585"	"s0.187589"	"s0.108394"	"s-0.059542"	"s-0.070832"	"s-0.032357"	"s-0.039485"	"s0.070698"	"s0.013024"	"s-0.133402"	"s-0.179464"	"s-0.148226"	"s0.105883"	"s0.013928"	"s0.201139"	"s0.106995"	"s-0.090671"	"s-0.045061"	"s-0.104879"	"s-0.05083"	"s-0.051963"	"s-0.056592"	"s-0.069604"	"s-0.0788"	"s-0.096781"	"s-0.079457"	"s-0.073103"	"s0.158737"	"s-0.071331"	"s0.08805"	"s0.057121"	"s0.090074"	"s0.095842"	"s-0.012764"	"s-0.054006"	"s-0.066064"	"s-0.045221"	"s0.069484"	false
"s0.075406"	"s-0.037601"	"s0.044058"	"s0.107295"	"s0.073019"	"s-0.016803"	"s0.116883"	"s-0.030797"	"s0.062045"	"s0.003568"	"s0.115781"	"s0.124084"	"s0.217048"	"s0.115265"	"s0.053176"	"s-0.049822"	"s0.177052"	"s-0.041778"	"s-0.08119"	"s0.01253"	"s0.012814"	"s-0.033603"	"s0.174766"	"s0.133528"	"s0.16804"	"s0.002491"	"s-0.008968"	"s-0.047917"	"s0.050341"	"s-0.136406"	"s-0.027664"	"s0.020895"	"s0.008902"	"s0.035411"	"s-0.044964"	"s0.033243"	"s-0.135563"	"s0.14522"	"s0.086218"	"s0.226449"	"s-0.136118"	"s-0.091352"	"s-0.032777"	"s0.03949"	"s-0.156738"	"s0.078546"	"s-0.088495"	"s0.036737"	"s-0.1442"	"s-0.079511"	"s-0.085514"	"s-0.084464"	"s-0.175789"	"s0.008389"	"s0.024611"	"s0.015953"	"s-0.107695"	"s-0.027374"	"s0.075635"	"s-0.071464"	"s-0.001372"	"s-0.030485"	"s0.083335"	"s0.11468"	"s0.005995"	"s-0.098997"	"s-0.089005"	"s0.108213"	"s0.002257"	"s0.035589"	"s0.105054"	"s0.12468"	"s0.075119"	"s-0.014196"	"s0.005692"	"s-0.124818"	"s-0.044994"	"s-0.018311"	"s-0.026938"	"s-0.088815"	"s-0.139232"	"s-0.159969"	"s0.033227"	"s0.078231"	"s-0.137226"	"s-0.130292"	"s-0.117693"	"s0.135533"	"s0.144101"	"s0.212467"	"s0.181183"	"s0.110259"	"s-0.075037"	"s0.081057"	"s-0.047669"	"s0.04225"	"s-0.095018"	"s-0.10541"	"s-0.158111"	"s0.128916"	"s0.125404"	"s0.107693"	"s-0.0501"	true
"s-0.12267"	"s-0.073467"	"s-0.071891"	"s-0.273509"	"s0.157859"	"s-0.012632"	"s0.118198"	"s-0.140613"	"s-0.038744"	"s-0.027362"	"s-0.051136"	"s0.148286"	"s0.143064"	"s0.052845"	"s0.002084"	"s-0.041757"	"s-0.010018"	"s-0.08279"	"s-0.124342"	"s-0.091167"	"s-0.164382"	"s-0.130107"	"s-0.127189"	"s-0.015403"	"s-0.019485"	"s0.128635"	"s0.172177"	"s0.090543"	"s0.04002"	"s0.142419"	"s0.104688"	"s0.097544"	"s-0.082143"	"s-0.104171"	"s0.049146"	"s0.044142"	"s0.048506"	"s0.007439"	"s-0.037061"	"s0.013169"	"s0.016651"	"s0.025853"	"s0.020667"	"s-0.380666"	"s-0.047768"	"s-0.074584"	"s-0.064715"	"s-0.098108"	"s0.111917"	"s0.162897"	"s0.103133"	"s0.019314"	"s0.032413"	"s0.014403"	"s-0.112431"	"s-0.163868"	"s0.214326"	"s0.145167"	"s-0.048343"	"s0.051508"	"s0.096521"	"s-0.032017"	"s0.10241"	"s-0.026646"	"s0.058382"	"s-0.067118"	"s0.093318"	"s0.00106"	"s-0.028956"	"s-0.084865"	"s-0.104012"	"s-0.079664"	"s0.130432"	"s0.042671"	"s0.100468"	"s0.148725"	"s0.114281"	"s-0.057749"	"s-0.082088"	"s0.051184"	"s-0.04873"	"s0.040428"	"s0.090472"	"s-0.089198"	"s-0.023219"	"s0.013781"	"s-0.046614"	"s-0.054656"	"s-0.046134"	"s-0.077023"	"s-0.052113"	"s0.104587"	"s-0.066174"	"s0.118427"	"s-0.053319"	"s-0.049684"	"s-0.019087"	"s-0.035897"	"s0.11313"	"s-0.066523"	"s-0.040742"	"s0.012874"	"s0.107989"	true
"s0.052533"	"s0.054623"	"s0.149229"	"s0.079038"	"s0.188351"	"s0.02469"	"s-0.080975"	"s0.003958"	"s0.165263"	"s0.071719"	"s1.76E-4"	"s0.044793"	"s0.087406"	"s0.099577"	"s0.118282"	"s0.151623"	"s-0.102537"	"s0.069676"	"s0.026771"	"s0.018596"	"s0.12341"	"s0.087781"	"s0.063406"	"s0.070848"	"s-0.005656"	"s0.048807"	"s-0.077276"	"s-0.025035"	"s0.026658"	"s-0.052895"	"s-0.043646"	"s0.026093"	"s0.076862"	"s0.051141"	"s0.089066"	"s0.103268"	"s0.109108"	"s0.076973"	"s0.058651"	"s0.018022"	"s0.001265"	"s0.049901"	"s0.070037"	"s-0.048733"	"s0.023162"	"s0.001348"	"s0.002688"	"s0.087277"	"s-0.037336"	"s-0.127579"	"s-0.153129"	"s-0.131402"	"s-0.072521"	"s0.133662"	"s-0.098584"	"s0.045915"	"s-0.054491"	"s-0.184777"	"s-0.025741"	"s-0.019979"	"s-0.063694"	"s-0.044976"	"s-0.071025"	"s-0.187928"	"s0.061435"	"s-0.128795"	"s0.085985"	"s0.09355"	"s-0.050869"	"s-0.082565"	"s-0.129084"	"s-0.016174"	"s0.174111"	"s0.133523"	"s0.154181"	"s-0.06702"	"s0.019486"	"s-0.065091"	"s0.001525"	"s-0.090018"	"s0.049539"	"s0.111885"	"s-0.079518"	"s-0.043616"	"s-0.105416"	"s-0.054129"	"s-0.104211"	"s-0.074344"	"s0.435056"	"s-0.047163"	"s0.059952"	"s0.046732"	"s0.005293"	"s0.100549"	"s-0.082531"	"s0.031238"	"s-0.103209"	"s0.270137"	"s-0.018663"	"s-0.111234"	"s-0.04737"	"s0.051557"	"s-0.06266"	true
"s-0.183111"	"s-0.085471"	"s-0.16421"	"s-0.018294"	"s-0.079689"	"s0.071108"	"s-0.026249"	"s-0.069124"	"s-0.046743"	"s0.029943"	"s-0.1057"	"s-0.188501"	"s-0.096336"	"s-0.096624"	"s0.015293"	"s0.022225"	"s-0.103909"	"s-0.122482"	"s-0.025302"	"s0.094463"	"s-0.006118"	"s-0.024185"	"s0.030291"	"s0.054898"	"s0.037774"	"s0.11325"	"s0.02326"	"s0.054357"	"s0.112261"	"s-0.011429"	"s-0.097173"	"s0.010859"	"s-0.065855"	"s-0.179417"	"s-0.018529"	"s0.185061"	"s0.177484"	"s0.080303"	"s-0.05221"	"s0.026796"	"s0.155681"	"s0.142262"	"s0.066609"	"s-0.030015"	"s-0.060567"	"s-0.087816"	"s-0.013666"	"s0.020733"	"s0.165078"	"s0.099457"	"s0.082742"	"s0.036458"	"s0.040213"	"s0.040204"	"s-0.024639"	"s-0.087854"	"s0.125807"	"s0.094675"	"s0.09307"	"s-0.023721"	"s0.042278"	"s0.035947"	"s0.10992"	"s-0.038103"	"s0.012622"	"s-0.119504"	"s0.028805"	"s-0.03058"	"s0.015956"	"s0.005715"	"s-0.118086"	"s-0.208525"	"s0.002727"	"s-0.120276"	"s-0.016106"	"s0.012385"	"s-0.021212"	"s-0.023462"	"s-0.099402"	"s-0.057548"	"s-0.10301"	"s0.40759"	"s-0.09976"	"s-0.018814"	"s0.067432"	"s0.094028"	"s-0.090039"	"s-0.054658"	"s0.013108"	"s0.225609"	"s0.077272"	"s-0.105105"	"s0.041376"	"s0.135469"	"s0.061565"	"s-0.088481"	"s-0.099301"	"s0.041753"	"s0.050022"	"s-0.10645"	"s-0.090675"	"s0.146336"	"s-0.121248"	true
"s0.019154"	"s-0.051664"	"s-0.029989"	"s-0.083548"	"s0.158294"	"s-0.071533"	"s0.201749"	"s0.172136"	"s0.116435"	"s-0.076052"	"s-0.095706"	"s-0.093998"	"s0.064334"	"s-0.072952"	"s-0.003636"	"s-0.006587"	"s0.345166"	"s-0.069409"	"s0.138912"	"s0.046774"	"s-0.125788"	"s-0.027308"	"s0.022379"	"s-0.027329"	"s0.077181"	"s-0.042505"	"s4.66E-4"	"s-0.133845"	"s0.138965"	"s-0.208195"	"s7.34E-4"	"s-0.190644"	"s-0.143531"	"s-0.172209"	"s-0.007786"	"s-0.120077"	"s0.097796"	"s0.054719"	"s0.054236"	"s-0.046574"	"s-0.102364"	"s0.170415"	"s0.286464"	"s-0.002777"	"s0.049932"	"s0.084763"	"s0.102302"	"s-0.300152"	"s0.010701"	"s0.005871"	"s-0.001323"	"s0.041688"	"s-0.018498"	"s-0.047865"	"s-0.064848"	"s-0.050244"	"s0.002891"	"s0.012379"	"s0.112519"	"s-0.182396"	"s-0.033973"	"s-0.082689"	"s-0.103662"	"s0.104593"	"s0.108993"	"s0.010198"	"s-0.102161"	"s-0.074888"	"s0.144214"	"s0.097967"	"s0.118295"	"s-0.030075"	"s0.063146"	"s0.074845"	"s0.078579"	"s-0.171067"	"s0.023034"	"s-0.06267"	"s-0.029534"	"s-0.001708"	"s-0.021284"	"s0.013188"	"s-0.024669"	"s-0.0524"	"s0.031437"	"s0.009564"	"s-0.012073"	"s-0.018892"	"s0.070432"	"s-0.037396"	"s-0.030569"	"s-0.018406"	"s-0.033819"	"s-0.008565"	"s-0.019988"	"s-0.01833"	"s-0.005385"	"s-0.021933"	"s-0.005594"	"s-0.033623"	"s-0.023155"	"s0.017779"	"s0.105741"	false
"s0.072915"	"s-0.077583"	"s-0.225842"	"s-0.108869"	"s-0.044996"	"s-0.099517"	"s0.034011"	"s-0.07901"	"s-0.049914"	"s0.024011"	"s-0.013008"	"s0.061762"	"s-0.010759"	"s-0.009772"	"s-0.021451"	"s0.109695"	"s-0.062108"	"s0.110784"	"s-0.150831"	"s0.084269"	"s0.049067"	"s0.194769"	"s0.196465"	"s0.197675"	"s0.088385"	"s0.194198"	"s0.104577"	"s0.224014"	"s0.084572"	"s0.118971"	"s0.064566"	"s0.138462"	"s0.062316"	"s0.07227"	"s-0.003334"	"s-0.063529"	"s-0.035724"	"s-0.035391"	"s-0.049563"	"s-0.125594"	"s0.032988"	"s-0.006995"	"s-0.050085"	"s-0.072817"	"s-0.051595"	"s-0.138405"	"s-0.108936"	"s0.046706"	"s-0.011556"	"s0.019772"	"s0.04765"	"s0.040072"	"s0.027789"	"s-0.005067"	"s0.07017"	"s0.014455"	"s0.00442"	"s-7.42E-4"	"s0.086894"	"s-0.091818"	"s-0.164099"	"s-0.051143"	"s0.069355"	"s0.138512"	"s-0.021257"	"s-0.174089"	"s-0.11206"	"s-0.049785"	"s0.023835"	"s-0.109201"	"s-3.81E-4"	"s0.109912"	"s0.124661"	"s0.080411"	"s-0.010991"	"s-0.040945"	"s-0.031687"	"s-0.15144"	"s-0.017418"	"s-0.017543"	"s-0.027468"	"s-0.014303"	"s-0.020361"	"s-0.024058"	"s0.019284"	"s0.033765"	"s0.019737"	"s-0.014745"	"s-3.81E-4"	"s0.006645"	"s0.008546"	"s-0.030995"	"s-0.043646"	"s-0.020478"	"s-0.030732"	"s0.515842"	"s-0.037177"	"s-0.033127"	"s0.021488"	"s-0.006118"	"s0.013954"	"s-0.005268"	"s-0.128074"	true
"s0.070289"	"s0.137305"	"s0.053158"	"s0.074623"	"s-0.002909"	"s0.131798"	"s0.088216"	"s0.108796"	"s0.096463"	"s0.141891"	"s0.008927"	"s0.142174"	"s0.078454"	"s0.077392"	"s0.004478"	"s0.164418"	"s0.00478"	"s0.187665"	"s0.003339"	"s0.056456"	"s0.045696"	"s0.051177"	"s-0.011563"	"s-0.001701"	"s-0.040458"	"s-0.094697"	"s-0.39096"	"s0.029068"	"s-0.024807"	"s0.043721"	"s0.057885"	"s0.041717"	"s0.034321"	"s-0.07125"	"s-0.044397"	"s-0.022823"	"s0.006014"	"s0.011355"	"s-0.33557"	"s-0.090809"	"s0.00238"	"s-0.01605"	"s-0.020292"	"s0.034267"	"s0.050899"	"s-0.041996"	"s-0.008398"	"s0.023497"	"s0.002613"	"s0.017462"	"s-0.062373"	"s-0.043806"	"s-0.051334"	"s0.001883"	"s-0.153435"	"s-0.101008"	"s0.074726"	"s0.137529"	"s-0.087337"	"s0.034492"	"s-0.016013"	"s0.066785"	"s0.063839"	"s-0.145118"	"s-0.089119"	"s0.005689"	"s-0.024579"	"s-0.048863"	"s0.074014"	"s-0.161668"	"s-0.139641"	"s0.026777"	"s-0.008756"	"s-0.062613"	"s-0.027273"	"s0.08412"	"s0.024881"	"s0.019677"	"s0.024739"	"s-0.095653"	"s-0.028492"	"s-0.03963"	"s0.215567"	"s-0.057198"	"s-0.013037"	"s-0.113453"	"s-0.108459"	"s-0.031193"	"s-0.031338"	"s0.239756"	"s0.190393"	"s0.245328"	"s0.04578"	"s0.139223"	"s0.023954"	"s-0.101047"	"s-0.030611"	"s-0.020574"	"s0.062523"	"s-0.081875"	"s-0.0387"	"s-0.104633"	"s-0.097756"	false
"s-0.047041"	"s-0.074218"	"s-0.121152"	"s-0.151939"	"s-0.099356"	"s-0.123952"	"s0.066377"	"s0.12062"	"s0.04081"	"s-0.098342"	"s0.074969"	"s-0.133106"	"s-0.121795"	"s0.036199"	"s0.12822"	"s0.314278"	"s-0.029836"	"s0.147201"	"s-0.100517"	"s-0.118812"	"s-0.079778"	"s0.001032"	"s-0.071435"	"s-0.125023"	"s-0.094326"	"s-0.047278"	"s0.022343"	"s0.006181"	"s-0.236549"	"s0.004223"	"s0.011446"	"s-0.145818"	"s0.014545"	"s0.06864"	"s-0.028096"	"s0.102048"	"s0.07769"	"s0.05178"	"s-0.020347"	"s-0.105887"	"s0.062999"	"s0.176934"	"s0.101273"	"s0.159038"	"s0.050278"	"s-0.062235"	"s-0.255377"	"s0.125405"	"s0.051757"	"s0.111775"	"s0.068678"	"s-0.073849"	"s0.101699"	"s-0.101626"	"s0.002951"	"s-0.044127"	"s0.088235"	"s0.112521"	"s0.015553"	"s2.04E-4"	"s0.12881"	"s0.037473"	"s0.059261"	"s-0.002307"	"s-0.015796"	"s-0.180593"	"s-0.061315"	"s-0.157305"	"s0.006014"	"s-0.135878"	"s0.084058"	"s-0.101315"	"s-0.006718"	"s0.09481"	"s0.040034"	"s-0.122578"	"s-0.070282"	"s0.033555"	"s0.013149"	"s-0.077324"	"s0.017778"	"s-0.101566"	"s0.146713"	"s0.230642"	"s-0.090956"	"s0.056309"	"s-0.08793"	"s-0.092719"	"s-0.101079"	"s-0.026471"	"s-0.043099"	"s-0.027663"	"s-0.036873"	"s-0.021554"	"s0.107139"	"s-0.003953"	"s0.024594"	"s0.079775"	"s-0.078087"	"s0.04586"	"s-0.069966"	"s-0.004024"	"s0.037819"	false
"s0.024692"	"s0.055524"	"s0.119046"	"s0.058305"	"s0.074772"	"s0.093909"	"s0.048289"	"s0.004735"	"s0.01691"	"s0.044127"	"s0.040134"	"s-0.077748"	"s-0.030033"	"s0.153336"	"s0.052018"	"s0.138309"	"s-0.013043"	"s0.080843"	"s-0.005895"	"s0.02747"	"s0.089553"	"s0.03804"	"s0.010478"	"s-0.039605"	"s0.046925"	"s0.062924"	"s0.067342"	"s0.059429"	"s-0.001516"	"s0.083101"	"s0.120482"	"s0.070857"	"s0.013954"	"s-0.018474"	"s-0.019414"	"s-0.114539"	"s-0.077095"	"s-0.381331"	"s-0.061077"	"s0.088703"	"s-0.036598"	"s-0.221385"	"s-0.12985"	"s0.101638"	"s-0.164822"	"s-0.037684"	"s-0.156691"	"s0.15179"	"s-0.097683"	"s-0.173777"	"s-0.140528"	"s-0.145836"	"s-0.091653"	"s0.14237"	"s0.04595"	"s0.105749"	"s-0.066662"	"s-0.15666"	"s0.154952"	"s0.086895"	"s0.079395"	"s0.014048"	"s0.00854"	"s0.004725"	"s0.043771"	"s-0.023171"	"s0.044233"	"s0.00306"	"s0.074792"	"s-0.049622"	"s0.006451"	"s0.042433"	"s0.090885"	"s0.039042"	"s0.169488"	"s0.153598"	"s0.144133"	"s0.058618"	"s0.071938"	"s0.133675"	"s-0.073939"	"s0.039492"	"s-0.119999"	"s0.095041"	"s-0.119412"	"s-0.124263"	"s0.012138"	"s0.178935"	"s0.009266"	"s0.102878"	"s0.091465"	"s-0.123303"	"s-0.12638"	"s-0.03554"	"s-0.121706"	"s0.093539"	"s0.025387"	"s0.025968"	"s-0.115009"	"s0.078819"	"s-0.01443"	"s-0.111456"	"s0.039029"	true
"s0.272565"	"s0.003759"	"s-0.165093"	"s-0.25559"	"s-0.152456"	"s-0.21672"	"s-0.178251"	"s-0.176581"	"s-0.112741"	"s0.123051"	"s0.136559"	"s0.068173"	"s-0.045104"	"s0.007722"	"s-0.084317"	"s-0.050903"	"s0.00263"	"s0.090116"	"s-0.15794"	"s0.036711"	"s0.024352"	"s0.01952"	"s-0.007129"	"s-0.035239"	"s-0.046027"	"s-0.038738"	"s0.031446"	"s-0.006216"	"s0.052862"	"s0.116062"	"s0.105787"	"s0.054566"	"s0.106858"	"s0.089752"	"s-0.071342"	"s-0.04754"	"s-0.012215"	"s0.132133"	"s0.12536"	"s0.034428"	"s-0.032058"	"s-0.048425"	"s0.04211"	"s0.130852"	"s0.148081"	"s0.15063"	"s0.053946"	"s-0.031768"	"s-0.028889"	"s0.050873"	"s0.037873"	"s0.073267"	"s0.008465"	"s-0.105048"	"s0.095247"	"s-0.012942"	"s0.031826"	"s0.07626"	"s-0.050918"	"s-0.12942"	"s-0.045538"	"s-0.029686"	"s-0.031171"	"s0.001913"	"s-0.03597"	"s-0.063482"	"s-0.090012"	"s-0.009093"	"s-0.004869"	"s-0.059969"	"s-0.047571"	"s-0.05146"	"s0.043341"	"s0.051273"	"s-0.010107"	"s0.081898"	"s0.087646"	"s-0.087154"	"s-0.063279"	"s0.068275"	"s-0.012508"	"s-0.052203"	"s0.187896"	"s-0.107578"	"s-0.02756"	"s0.161942"	"s0.07508"	"s-0.083328"	"s-0.091484"	"s0.005942"	"s0.001272"	"s-0.018059"	"s0.07721"	"s-0.012356"	"s-0.084018"	"s-0.078805"	"s0.216006"	"s0.001591"	"s0.339458"	"s-0.089719"	"s-0.001753"	"s-0.073195"	"s-0.149617"	false
