Mean_Acc1298_Mean_Mem40_Centroid	Mean_Acc1298_Mean_Mem40_Rolloff	Mean_Acc1298_Mean_Mem40_Flux	Mean_Acc1298_Mean_Mem40_MFCC_0	Mean_Acc1298_Mean_Mem40_MFCC_1	Mean_Acc1298_Mean_Mem40_MFCC_2	Mean_Acc1298_Mean_Mem40_MFCC_3	Mean_Acc1298_Mean_Mem40_MFCC_4	Mean_Acc1298_Mean_Mem40_MFCC_5	Mean_Acc1298_Mean_Mem40_MFCC_6	Mean_Acc1298_Mean_Mem40_MFCC_7	Mean_Acc1298_Mean_Mem40_MFCC_8	Mean_Acc1298_Mean_Mem40_MFCC_9	Mean_Acc1298_Mean_Mem40_MFCC_10	Mean_Acc1298_Mean_Mem40_MFCC_11	Mean_Acc1298_Mean_Mem40_MFCC_12	Mean_Acc1298_Std_Mem40_Centroid	Mean_Acc1298_Std_Mem40_Rolloff	Mean_Acc1298_Std_Mem40_Flux	Mean_Acc1298_Std_Mem40_MFCC_0	Mean_Acc1298_Std_Mem40_MFCC_1	Mean_Acc1298_Std_Mem40_MFCC_2	Mean_Acc1298_Std_Mem40_MFCC_3	Mean_Acc1298_Std_Mem40_MFCC_4	Mean_Acc1298_Std_Mem40_MFCC_5	Mean_Acc1298_Std_Mem40_MFCC_6	Mean_Acc1298_Std_Mem40_MFCC_7	Mean_Acc1298_Std_Mem40_MFCC_8	Mean_Acc1298_Std_Mem40_MFCC_9	Mean_Acc1298_Std_Mem40_MFCC_10	Mean_Acc1298_Std_Mem40_MFCC_11	Mean_Acc1298_Std_Mem40_MFCC_12	Std_Acc1298_Mean_Mem40_Centroid	Std_Acc1298_Mean_Mem40_Rolloff	Std_Acc1298_Mean_Mem40_Flux	Std_Acc1298_Mean_Mem40_MFCC_0	Std_Acc1298_Mean_Mem40_MFCC_1	Std_Acc1298_Mean_Mem40_MFCC_2	Std_Acc1298_Mean_Mem40_MFCC_3	Std_Acc1298_Mean_Mem40_MFCC_4	Std_Acc1298_Mean_Mem40_MFCC_5	Std_Acc1298_Mean_Mem40_MFCC_6	Std_Acc1298_Mean_Mem40_MFCC_7	Std_Acc1298_Mean_Mem40_MFCC_8	Std_Acc1298_Mean_Mem40_MFCC_9	Std_Acc1298_Mean_Mem40_MFCC_10	Std_Acc1298_Mean_Mem40_MFCC_11	Std_Acc1298_Mean_Mem40_MFCC_12	Std_Acc1298_Std_Mem40_Centroid	Std_Acc1298_Std_Mem40_Rolloff	Std_Acc1298_Std_Mem40_Flux	Std_Acc1298_Std_Mem40_MFCC_0	Std_Acc1298_Std_Mem40_MFCC_1	Std_Acc1298_Std_Mem40_MFCC_2	Std_Acc1298_Std_Mem40_MFCC_3	Std_Acc1298_Std_Mem40_MFCC_4	Std_Acc1298_Std_Mem40_MFCC_5	Std_Acc1298_Std_Mem40_MFCC_6	Std_Acc1298_Std_Mem40_MFCC_7	Std_Acc1298_Std_Mem40_MFCC_8	Std_Acc1298_Std_Mem40_MFCC_9	Std_Acc1298_Std_Mem40_MFCC_10	Std_Acc1298_Std_Mem40_MFCC_11	Std_Acc1298_Std_Mem40_MFCC_12	BH_LowPeakAmp	BH_LowPeakBPM	BH_HighPeakAmp	BH_HighPeakBPM	BH_HighLowRatio	BHSUM1	BHSUM2	BHSUM3	Class
"s0.057696"	"s0.252279"	"s0.090046"	"s-68.292848"	"s3.245972"	"s0.267259"	"s1.482751"	"s0.544978"	"s0.927074"	"s0.714917"	"s0.482304"	"s0.450616"	"s0.79399"	"s0.423572"	"s0.797308"	"s0.675715"	"s0.053312"	"s0.295151"	"s0.039772"	"s5.807299"	"s1.28366"	"s1.010659"	"s0.801886"	"s0.784631"	"s0.591269"	"s0.604978"	"s0.601391"	"s0.571605"	"s0.535618"	"s0.542267"	"s0.475287"	"s0.509775"	"s0.023193"	"s0.082351"	"s0.00854"	"s3.230571"	"s0.732665"	"s1.047861"	"s0.682622"	"s0.291025"	"s0.245351"	"s0.248351"	"s0.217741"	"s0.199799"	"s0.21444"	"s0.195137"	"s0.191338"	"s0.181079"	"s0.024474"	"s0.090718"	"s0.028954"	"s3.49647"	"s0.252843"	"s0.213267"	"s0.195696"	"s0.189919"	"s0.126546"	"s0.12453"	"s0.132542"	"s0.100166"	"s0.094855"	"s0.112157"	"s0.059157"	"s0.092586"	"s0.109206"	"s63.0"	"s0.041855"	"s189.0"	"s3.0"	"s0.287562"	"s0.0"	"s0.468625"	false
"s0.062423"	"s0.111131"	"s0.094783"	"s-70.800591"	"s6.54854"	"s-0.233955"	"s1.253317"	"s0.539239"	"s0.258018"	"s-0.052615"	"s0.606884"	"s0.504747"	"s0.510599"	"s-0.062203"	"s0.073707"	"s0.405165"	"s0.024709"	"s0.061356"	"s0.049186"	"s5.082095"	"s1.144585"	"s0.620324"	"s0.535257"	"s0.469894"	"s0.485436"	"s0.508601"	"s0.442549"	"s0.423511"	"s0.486006"	"s0.445007"	"s0.395497"	"s0.437588"	"s0.023016"	"s0.052574"	"s0.007381"	"s2.656698"	"s1.245878"	"s0.413077"	"s0.529639"	"s0.287329"	"s0.428668"	"s0.388139"	"s0.245989"	"s0.148219"	"s0.161206"	"s0.222712"	"s0.128582"	"s0.12594"	"s0.024757"	"s0.061708"	"s0.027978"	"s3.702635"	"s0.404978"	"s0.150566"	"s0.068848"	"s0.064625"	"s0.062228"	"s0.058992"	"s0.072808"	"s0.052958"	"s0.090107"	"s0.118533"	"s0.093763"	"s0.066715"	"s0.359861"	"s94.0"	"s0.54326"	"s188.0"	"s2.0"	"s0.214242"	"s0.717902"	"s2.073831"	false
"s0.032098"	"s0.053841"	"s0.080721"	"s-80.534899"	"s8.013852"	"s1.659396"	"s2.355848"	"s1.237551"	"s1.116743"	"s0.82641"	"s0.711809"	"s0.241385"	"s0.18463"	"s0.160628"	"s-0.394065"	"s0.522463"	"s0.017842"	"s0.050059"	"s0.030339"	"s3.971358"	"s1.4157"	"s0.965288"	"s0.77358"	"s0.64477"	"s0.560018"	"s0.621112"	"s0.613394"	"s0.489449"	"s0.536988"	"s0.539736"	"s0.492773"	"s0.545483"	"s0.013218"	"s0.035706"	"s0.00768"	"s3.959718"	"s1.005201"	"s0.672279"	"s0.642984"	"s0.534516"	"s0.289214"	"s0.402493"	"s0.485311"	"s0.31613"	"s0.366468"	"s0.323539"	"s0.38031"	"s0.490974"	"s0.029837"	"s0.074757"	"s0.029982"	"s4.58048"	"s0.623176"	"s0.340726"	"s0.237256"	"s0.217136"	"s0.119561"	"s0.168018"	"s0.178651"	"s0.105926"	"s0.123732"	"s0.116053"	"s0.112297"	"s0.142279"	"s0.034146"	"s68.0"	"s0.077884"	"s136.0"	"s2.0"	"s0.095431"	"s0.159735"	"s0.348157"	false
"s0.097533"	"s0.218979"	"s0.081684"	"s-64.531276"	"s4.288644"	"s0.397884"	"s1.382315"	"s0.17841"	"s-0.056372"	"s0.676972"	"s0.519595"	"s0.463685"	"s0.640895"	"s0.458548"	"s0.58762"	"s0.598353"	"s0.044289"	"s0.128811"	"s0.030582"	"s3.020982"	"s0.961409"	"s0.86842"	"s0.832738"	"s0.653295"	"s0.596679"	"s0.612858"	"s0.5843"	"s0.513161"	"s0.544869"	"s0.544717"	"s0.520086"	"s0.484672"	"s0.011858"	"s0.039981"	"s0.006836"	"s1.570783"	"s0.465514"	"s0.530148"	"s0.500434"	"s0.336638"	"s0.32219"	"s0.283246"	"s0.354731"	"s0.292364"	"s0.355594"	"s0.238121"	"s0.292096"	"s0.208746"	"s0.027995"	"s0.063746"	"s0.030146"	"s4.059735"	"s0.348088"	"s0.199842"	"s0.193093"	"s0.149427"	"s0.133803"	"s0.093591"	"s0.112472"	"s0.07057"	"s0.098715"	"s0.094426"	"s0.095728"	"s0.083858"	"s0.506182"	"s91.0"	"s0.210107"	"s182.0"	"s2.0"	"s0.10234"	"s0.968654"	"s1.686449"	true
"s0.101287"	"s0.23254"	"s0.078028"	"s-64.18609"	"s3.778818"	"s0.087163"	"s1.51521"	"s0.231609"	"s0.610066"	"s0.384194"	"s0.398346"	"s0.408031"	"s0.568457"	"s0.498749"	"s0.411771"	"s0.156961"	"s0.032926"	"s0.086434"	"s0.028615"	"s2.587924"	"s0.670304"	"s0.687331"	"s0.527819"	"s0.533986"	"s0.463081"	"s0.439957"	"s0.430493"	"s0.453511"	"s0.44382"	"s0.419248"	"s0.422632"	"s0.390131"	"s0.025694"	"s0.052068"	"s0.008175"	"s1.90176"	"s0.473664"	"s0.567771"	"s0.369094"	"s0.443226"	"s0.234301"	"s0.242478"	"s0.286299"	"s0.309325"	"s0.364361"	"s0.330995"	"s0.251808"	"s0.203619"	"s0.023078"	"s0.0443"	"s0.030576"	"s3.756534"	"s0.287929"	"s0.188709"	"s0.203499"	"s0.118918"	"s0.110766"	"s0.090871"	"s0.084716"	"s0.087775"	"s0.088712"	"s0.061517"	"s0.079053"	"s0.085652"	"s0.271122"	"s96.0"	"s0.039055"	"s192.0"	"s2.0"	"s0.290158"	"s0.661118"	"s1.183461"	true
"s0.049897"	"s0.107494"	"s0.097196"	"s-95.358974"	"s5.15942"	"s1.747262"	"s1.714442"	"s1.281698"	"s0.858114"	"s1.288146"	"s0.794409"	"s0.840058"	"s0.556958"	"s0.569429"	"s0.899874"	"s0.957591"	"s0.060017"	"s0.174479"	"s0.040398"	"s5.360062"	"s1.543508"	"s1.254332"	"s0.974647"	"s0.69898"	"s0.723746"	"s0.629734"	"s0.660678"	"s0.521203"	"s0.524621"	"s0.528027"	"s0.491371"	"s0.504123"	"s0.017996"	"s0.043042"	"s0.006835"	"s5.386831"	"s0.828512"	"s0.602527"	"s0.431481"	"s0.322169"	"s0.444867"	"s0.299782"	"s0.313746"	"s0.254785"	"s0.209224"	"s0.217329"	"s0.202623"	"s0.198267"	"s0.027743"	"s0.042781"	"s0.028626"	"s4.888232"	"s0.214666"	"s0.237066"	"s0.224814"	"s0.105541"	"s0.174575"	"s0.131845"	"s0.14098"	"s0.10368"	"s0.088982"	"s0.091595"	"s0.11201"	"s0.086763"	"s0.230956"	"s73.0"	"s0.0"	"s146.0"	"s2.0"	"s0.534123"	"s0.007629"	"s0.541752"	false
"s0.033832"	"s0.060612"	"s0.079251"	"s-74.587694"	"s7.991542"	"s0.504895"	"s2.955034"	"s1.13086"	"s0.098704"	"s0.74695"	"s0.558482"	"s0.399463"	"s0.230813"	"s0.460596"	"s0.319012"	"s0.475598"	"s0.018417"	"s0.054012"	"s0.033078"	"s3.999923"	"s1.205322"	"s0.942239"	"s1.004505"	"s0.779462"	"s0.721452"	"s0.639513"	"s0.686962"	"s0.571129"	"s0.498908"	"s0.487824"	"s0.511646"	"s0.486831"	"s0.014738"	"s0.036543"	"s0.010763"	"s3.296936"	"s1.091116"	"s0.504381"	"s0.920831"	"s0.596121"	"s0.490566"	"s0.345709"	"s0.472811"	"s0.320325"	"s0.430767"	"s0.230199"	"s0.301863"	"s0.305925"	"s0.028841"	"s0.074479"	"s0.030141"	"s4.922294"	"s0.572577"	"s0.354545"	"s0.331667"	"s0.273017"	"s0.254824"	"s0.167642"	"s0.223831"	"s0.126501"	"s0.12271"	"s0.143234"	"s0.145157"	"s0.117953"	"s0.25289"	"s59.0"	"s0.041986"	"s118.0"	"s2.0"	"s0.423035"	"s0.117406"	"s0.552262"	false
"s0.054984"	"s0.103985"	"s0.077969"	"s-72.362854"	"s6.881006"	"s1.535136"	"s1.779154"	"s0.985647"	"s1.147083"	"s-0.132863"	"s0.665462"	"s0.662687"	"s0.323212"	"s-0.258025"	"s0.191204"	"s0.46002"	"s0.039956"	"s0.11051"	"s0.030997"	"s3.45887"	"s1.538478"	"s0.966416"	"s0.692541"	"s0.671921"	"s0.572265"	"s0.591883"	"s0.53239"	"s0.502879"	"s0.515767"	"s0.463766"	"s0.438964"	"s0.454429"	"s0.038668"	"s0.067798"	"s0.008382"	"s4.345831"	"s1.475376"	"s1.037725"	"s0.53284"	"s0.500038"	"s0.435094"	"s0.470311"	"s0.418198"	"s0.392721"	"s0.457791"	"s0.545812"	"s0.273798"	"s0.215089"	"s0.050159"	"s0.097927"	"s0.030017"	"s4.436625"	"s0.680701"	"s0.316701"	"s0.224419"	"s0.209514"	"s0.142737"	"s0.154151"	"s0.123611"	"s0.124093"	"s0.121013"	"s0.114413"	"s0.091531"	"s0.09224"	"s0.036146"	"s68.0"	"s0.03488"	"s136.0"	"s2.0"	"s0.182234"	"s0.139162"	"s0.37839"	false
"s0.063605"	"s0.10989"	"s0.081286"	"s-92.831295"	"s7.559924"	"s-0.003787"	"s2.255114"	"s0.038415"	"s1.568938"	"s0.700346"	"s-0.181939"	"s0.351438"	"s-0.212121"	"s0.43303"	"s0.220985"	"s0.269927"	"s0.022386"	"s0.064288"	"s0.029356"	"s2.94431"	"s0.851495"	"s0.76742"	"s0.792377"	"s0.729387"	"s0.641202"	"s0.587808"	"s0.656013"	"s0.695867"	"s0.643692"	"s0.631764"	"s0.610453"	"s0.603686"	"s0.018429"	"s0.043662"	"s0.008742"	"s6.401689"	"s1.228614"	"s0.969236"	"s0.786434"	"s0.99839"	"s0.55879"	"s0.604196"	"s0.677653"	"s0.594109"	"s0.713379"	"s0.781767"	"s0.629166"	"s0.775105"	"s0.027018"	"s0.062851"	"s0.030205"	"s4.91983"	"s0.45673"	"s0.257351"	"s0.304795"	"s0.218807"	"s0.154175"	"s0.164453"	"s0.229839"	"s0.181715"	"s0.195418"	"s0.213616"	"s0.172296"	"s0.191672"	"s0.044885"	"s100.0"	"s0.019415"	"s200.0"	"s2.0"	"s0.239298"	"s0.32069"	"s0.645895"	false
"s0.09228"	"s0.188805"	"s0.074092"	"s-75.633948"	"s3.569218"	"s0.660653"	"s2.039003"	"s0.385601"	"s0.945861"	"s-0.047827"	"s0.294348"	"s0.745758"	"s0.954877"	"s1.091516"	"s0.56236"	"s0.306802"	"s0.033407"	"s0.08406"	"s0.027952"	"s4.123685"	"s1.002734"	"s0.943759"	"s0.595706"	"s0.515925"	"s0.492928"	"s0.509763"	"s0.52582"	"s0.53795"	"s0.574225"	"s0.6915"	"s0.66911"	"s0.61564"	"s0.030613"	"s0.068452"	"s0.007513"	"s4.777133"	"s1.063073"	"s1.08296"	"s0.484007"	"s0.367219"	"s0.472002"	"s0.484355"	"s0.563616"	"s0.743707"	"s0.628646"	"s1.112546"	"s0.919926"	"s0.672123"	"s0.024825"	"s0.062663"	"s0.030413"	"s5.068317"	"s0.449009"	"s0.422467"	"s0.180136"	"s0.132714"	"s0.146531"	"s0.137925"	"s0.124448"	"s0.163267"	"s0.208582"	"s0.355242"	"s0.315671"	"s0.221636"	"s0.036678"	"s64.0"	"s0.013686"	"s192.0"	"s3.0"	"s0.137265"	"s0.200132"	"s0.478718"	false
"s0.109693"	"s0.394976"	"s0.082861"	"s-65.397832"	"s1.603832"	"s1.782875"	"s1.355887"	"s0.536979"	"s0.991777"	"s0.402986"	"s-0.212976"	"s0.409177"	"s0.765636"	"s0.14009"	"s0.051102"	"s0.184124"	"s0.090538"	"s0.290117"	"s0.031089"	"s4.637579"	"s1.510988"	"s1.119211"	"s1.010195"	"s0.777163"	"s0.611573"	"s0.584869"	"s0.640042"	"s0.602442"	"s0.611512"	"s0.490188"	"s0.514492"	"s0.450853"	"s0.032927"	"s0.079517"	"s0.006788"	"s2.029182"	"s0.611524"	"s0.464801"	"s0.520966"	"s0.402003"	"s0.376109"	"s0.24008"	"s0.444005"	"s0.305408"	"s0.521678"	"s0.246616"	"s0.268471"	"s0.184607"	"s0.032759"	"s0.044731"	"s0.030185"	"s3.536418"	"s0.352672"	"s0.260458"	"s0.293563"	"s0.141048"	"s0.109429"	"s0.115272"	"s0.099614"	"s0.145098"	"s0.110083"	"s0.107448"	"s0.087773"	"s0.093177"	"s0.027319"	"s87.0"	"s0.268164"	"s174.0"	"s2.0"	"s0.251368"	"s0.0"	"s0.873678"	false
"s0.104325"	"s0.187422"	"s0.077232"	"s-70.87574"	"s4.817427"	"s-0.993681"	"s1.225244"	"s-0.29885"	"s0.351934"	"s-0.349534"	"s0.264556"	"s0.45725"	"s0.284895"	"s0.430755"	"s0.392683"	"s0.384065"	"s0.023273"	"s0.05508"	"s0.026316"	"s2.500637"	"s0.722447"	"s0.552613"	"s0.539628"	"s0.507779"	"s0.524596"	"s0.548534"	"s0.518383"	"s0.498122"	"s0.52918"	"s0.563989"	"s0.509797"	"s0.434796"	"s0.025138"	"s0.056228"	"s0.00761"	"s3.322838"	"s1.065927"	"s0.640898"	"s0.720165"	"s0.643214"	"s0.522766"	"s0.644229"	"s0.567642"	"s0.541031"	"s0.637949"	"s0.705671"	"s0.569135"	"s0.323684"	"s0.02488"	"s0.055944"	"s0.031006"	"s4.138826"	"s0.285806"	"s0.165192"	"s0.146586"	"s0.109316"	"s0.152154"	"s0.14796"	"s0.112301"	"s0.126959"	"s0.122657"	"s0.15047"	"s0.138328"	"s0.072875"	"s0.032649"	"s67.0"	"s0.160286"	"s134.0"	"s2.0"	"s0.247001"	"s0.277515"	"s0.673237"	false
"s0.05991"	"s0.157528"	"s0.090869"	"s-76.494154"	"s4.812349"	"s-0.329426"	"s1.615849"	"s1.311632"	"s0.872794"	"s0.457355"	"s0.830105"	"s0.670134"	"s0.483328"	"s0.974585"	"s0.217445"	"s0.563472"	"s0.05953"	"s0.191128"	"s0.044049"	"s5.894775"	"s1.547799"	"s1.090685"	"s1.167085"	"s0.863866"	"s0.730021"	"s0.635146"	"s0.594487"	"s0.54465"	"s0.571725"	"s0.591555"	"s0.473003"	"s0.500409"	"s0.026979"	"s0.068862"	"s0.008136"	"s3.835589"	"s0.776297"	"s0.629659"	"s0.818568"	"s0.56738"	"s0.498146"	"s0.303377"	"s0.342319"	"s0.231403"	"s0.28141"	"s0.279881"	"s0.197784"	"s0.22552"	"s0.028964"	"s0.081723"	"s0.028552"	"s3.760212"	"s0.375948"	"s0.25519"	"s0.305966"	"s0.172509"	"s0.134594"	"s0.101044"	"s0.131828"	"s0.094012"	"s0.094476"	"s0.135853"	"s0.100862"	"s0.071485"	"s0.007328"	"s56.0"	"s0.006059"	"s168.0"	"s3.0"	"s0.023913"	"s0.017219"	"s0.317253"	true
"s0.039944"	"s0.100391"	"s0.080172"	"s-68.882162"	"s5.281383"	"s-0.00966"	"s1.048797"	"s0.575194"	"s1.007542"	"s0.632661"	"s0.467342"	"s0.268152"	"s0.57912"	"s0.390122"	"s0.389292"	"s0.539952"	"s0.022851"	"s0.124621"	"s0.028326"	"s2.472929"	"s0.90681"	"s0.668668"	"s0.601563"	"s0.512893"	"s0.521844"	"s0.470485"	"s0.47381"	"s0.454703"	"s0.455619"	"s0.47381"	"s0.470706"	"s0.464594"	"s0.019309"	"s0.043372"	"s0.006929"	"s2.458068"	"s0.827439"	"s0.531698"	"s0.416241"	"s0.26592"	"s0.340567"	"s0.363705"	"s0.329682"	"s0.317198"	"s0.295246"	"s0.356577"	"s0.320122"	"s0.317472"	"s0.027405"	"s0.077434"	"s0.030408"	"s4.2934"	"s0.348036"	"s0.199169"	"s0.159464"	"s0.110643"	"s0.102413"	"s0.101895"	"s0.111695"	"s0.084177"	"s0.110004"	"s0.11724"	"s0.10856"	"s0.151429"	"s0.099581"	"s54.0"	"s0.433529"	"s108.0"	"s2.0"	"s0.115521"	"s0.488431"	"s0.751327"	false
"s0.069627"	"s0.357759"	"s0.095914"	"s-69.777855"	"s2.431608"	"s2.227688"	"s1.307242"	"s1.668636"	"s1.391114"	"s0.798602"	"s0.761158"	"s0.697237"	"s0.327135"	"s0.357268"	"s0.165743"	"s0.143827"	"s0.08688"	"s0.385027"	"s0.047281"	"s5.737308"	"s1.292309"	"s0.981785"	"s0.615919"	"s0.499868"	"s0.438613"	"s0.470985"	"s0.411309"	"s0.514778"	"s0.533912"	"s0.445987"	"s0.422483"	"s0.440333"	"s0.021509"	"s0.065533"	"s0.007576"	"s2.212176"	"s0.616472"	"s0.303215"	"s0.125928"	"s0.184656"	"s0.160975"	"s0.110489"	"s0.093686"	"s0.085424"	"s0.092627"	"s0.133269"	"s0.186733"	"s0.102701"	"s0.019293"	"s0.033807"	"s0.02838"	"s3.484318"	"s0.287993"	"s0.115078"	"s0.068124"	"s0.078789"	"s0.057361"	"s0.046429"	"s0.043537"	"s0.052156"	"s0.051165"	"s0.04333"	"s0.047258"	"s0.040876"	"s0.45593"	"s70.0"	"s0.509546"	"s140.0"	"s2.0"	"s0.589135"	"s0.509546"	"s1.362673"	false
"s0.03576"	"s0.053166"	"s0.07711"	"s-78.220551"	"s6.622296"	"s3.339658"	"s2.797134"	"s0.563713"	"s1.89651"	"s0.961423"	"s0.230541"	"s5.03E-4"	"s0.04972"	"s0.735238"	"s0.407027"	"s0.663449"	"s0.018059"	"s0.04447"	"s0.032362"	"s4.325382"	"s1.06837"	"s0.688628"	"s0.763893"	"s0.684799"	"s0.644954"	"s0.538939"	"s0.688274"	"s0.515552"	"s0.474045"	"s0.507386"	"s0.44641"	"s0.437147"	"s0.019265"	"s0.057923"	"s0.008935"	"s6.03643"	"s1.092904"	"s0.334743"	"s0.536359"	"s0.721491"	"s0.641766"	"s0.410817"	"s0.888374"	"s0.392101"	"s0.293317"	"s0.422443"	"s0.257403"	"s0.448305"	"s0.032235"	"s0.080536"	"s0.029703"	"s4.380911"	"s0.435062"	"s0.247166"	"s0.34434"	"s0.348109"	"s0.195876"	"s0.154249"	"s0.304417"	"s0.131729"	"s0.150041"	"s0.143348"	"s0.111791"	"s0.150734"	"s0.071889"	"s66.0"	"s0.338557"	"s132.0"	"s2.0"	"s0.393257"	"s0.54283"	"s0.985315"	false
"s0.08427"	"s0.274823"	"s0.084308"	"s-64.293047"	"s2.865279"	"s1.166648"	"s1.193951"	"s0.674458"	"s0.570706"	"s0.858657"	"s0.497248"	"s0.480156"	"s0.445976"	"s0.648057"	"s0.445952"	"s0.264351"	"s0.063394"	"s0.228996"	"s0.033855"	"s3.997702"	"s1.168398"	"s0.667066"	"s0.723853"	"s0.541512"	"s0.545758"	"s0.543193"	"s0.502241"	"s0.474166"	"s0.461504"	"s0.45242"	"s0.448712"	"s0.461599"	"s0.031084"	"s0.096656"	"s0.007557"	"s1.996233"	"s0.583859"	"s0.296009"	"s0.377403"	"s0.297609"	"s0.185623"	"s0.230433"	"s0.262894"	"s0.182508"	"s0.240384"	"s0.210611"	"s0.260186"	"s0.297228"	"s0.025832"	"s0.063217"	"s0.030114"	"s3.885222"	"s0.372649"	"s0.137378"	"s0.285165"	"s0.100788"	"s0.127414"	"s0.090695"	"s0.122364"	"s0.081089"	"s0.106726"	"s0.093109"	"s0.109665"	"s0.113661"	"s0.094741"	"s96.0"	"s0.0"	"s192.0"	"s2.0"	"s0.136334"	"s0.248779"	"s0.565901"	false
"s0.104404"	"s0.232711"	"s0.090662"	"s-62.786883"	"s4.305875"	"s-1.198529"	"s2.072365"	"s0.264168"	"s-0.133312"	"s0.365298"	"s0.023994"	"s0.026771"	"s0.199176"	"s0.303027"	"s0.739585"	"s0.636705"	"s0.05524"	"s0.133288"	"s0.038641"	"s3.43396"	"s1.529543"	"s1.071271"	"s0.924316"	"s0.696627"	"s0.737711"	"s0.560595"	"s0.51841"	"s0.481666"	"s0.487796"	"s0.492629"	"s0.48536"	"s0.418484"	"s0.036971"	"s0.075268"	"s0.009213"	"s2.198298"	"s0.671316"	"s0.678246"	"s0.521466"	"s0.306094"	"s0.243021"	"s0.358344"	"s0.294535"	"s0.328987"	"s0.324302"	"s0.34148"	"s0.322295"	"s0.424039"	"s0.035909"	"s0.067011"	"s0.029025"	"s3.756012"	"s0.397121"	"s0.190516"	"s0.243499"	"s0.16217"	"s0.140619"	"s0.090668"	"s0.090997"	"s0.082225"	"s0.116918"	"s0.084891"	"s0.076295"	"s0.084913"	"s0.870779"	"s75.0"	"s1.37633"	"s150.0"	"s2.0"	"s1.053847"	"s0.0"	"s2.465585"	false
"s0.039209"	"s0.060197"	"s0.081211"	"s-81.894897"	"s12.069754"	"s1.449604"	"s0.336836"	"s1.126527"	"s0.567053"	"s0.585552"	"s0.166723"	"s0.092595"	"s0.086086"	"s0.452319"	"s0.306319"	"s0.388262"	"s0.010374"	"s0.021685"	"s0.035211"	"s3.907506"	"s1.248931"	"s0.742076"	"s0.740741"	"s0.554831"	"s0.516104"	"s0.486753"	"s0.457527"	"s0.453529"	"s0.463532"	"s0.458025"	"s0.385445"	"s0.406152"	"s0.015276"	"s0.035689"	"s0.008495"	"s5.34571"	"s1.258801"	"s1.188917"	"s0.683182"	"s0.317539"	"s0.488429"	"s0.454016"	"s0.368436"	"s0.260392"	"s0.314305"	"s0.324315"	"s0.304645"	"s0.309389"	"s0.026988"	"s0.054763"	"s0.029601"	"s4.643051"	"s0.673832"	"s0.291752"	"s0.266071"	"s0.12251"	"s0.129785"	"s0.143375"	"s0.10323"	"s0.099938"	"s0.163853"	"s0.127115"	"s0.098356"	"s0.11153"	"s0.082256"	"s57.0"	"s0.00931"	"s114.0"	"s2.0"	"s0.481695"	"s0.036262"	"s0.519728"	false
"s0.070148"	"s0.148414"	"s0.0775"	"s-75.626978"	"s5.018428"	"s0.9234"	"s1.05267"	"s0.637187"	"s0.674903"	"s0.534591"	"s0.31378"	"s0.663838"	"s0.261262"	"s0.450976"	"s0.417569"	"s0.279148"	"s0.030365"	"s0.081378"	"s0.028853"	"s3.365384"	"s1.01863"	"s0.724864"	"s0.53169"	"s0.486882"	"s0.442307"	"s0.455644"	"s0.455348"	"s0.469725"	"s0.445659"	"s0.468469"	"s0.507798"	"s0.516145"	"s0.030177"	"s0.076214"	"s0.008508"	"s5.140597"	"s1.111203"	"s0.89916"	"s0.324929"	"s0.492539"	"s0.265602"	"s0.236741"	"s0.300687"	"s0.427868"	"s0.354946"	"s0.371569"	"s0.438742"	"s0.462563"	"s0.027252"	"s0.064951"	"s0.030334"	"s4.77772"	"s0.711641"	"s0.242952"	"s0.120374"	"s0.101604"	"s0.057367"	"s0.072985"	"s0.089644"	"s0.122367"	"s0.118792"	"s0.147776"	"s0.191931"	"s0.200506"	"s0.020611"	"s80.0"	"s0.043124"	"s160.0"	"s2.0"	"s0.08915"	"s0.19481"	"s0.349313"	true
"s0.133546"	"s0.278666"	"s0.079672"	"s-64.782736"	"s3.17259"	"s-0.554715"	"s1.697949"	"s0.108555"	"s0.140307"	"s0.352108"	"s0.413151"	"s0.501175"	"s0.673411"	"s0.379427"	"s0.396114"	"s0.367992"	"s0.034577"	"s0.07396"	"s0.030416"	"s2.594708"	"s0.795211"	"s0.657802"	"s0.771788"	"s0.525385"	"s0.521886"	"s0.491899"	"s0.4664"	"s0.475347"	"s0.456251"	"s0.3914"	"s0.418385"	"s0.436952"	"s0.018872"	"s0.047097"	"s0.007149"	"s1.380217"	"s0.52742"	"s0.4225"	"s0.439705"	"s0.26747"	"s0.251273"	"s0.178802"	"s0.17468"	"s0.200155"	"s0.217021"	"s0.155978"	"s0.159212"	"s0.181617"	"s0.023973"	"s0.054311"	"s0.030336"	"s4.65698"	"s0.25142"	"s0.196082"	"s0.188521"	"s0.129723"	"s0.091684"	"s0.084562"	"s0.079337"	"s0.074892"	"s0.072754"	"s0.067398"	"s0.069985"	"s0.064023"	"s0.115284"	"s90.0"	"s0.168984"	"s180.0"	"s2.0"	"s0.332409"	"s0.309501"	"s1.206182"	false
